target_id	length	eff_length	est_counts	tpm
Solyc01g014537.1.1	654	374.613	9	0.966047
Solyc03g098750.3.1	1586	1305.49	77	2.37167
Solyc06g054230.3.1	1995	1714.49	0	0
Solyc09g010340.2.1	1272	991.495	0	0
Solyc06g043140.3.1	1035	754.495	0	0
Solyc03g034165.1.1	1203	922.495	22	0.958953
Solyc01g012640.2.1	561	283.432	0	0
Solyc05g023660.2.1	1239	958.495	0	0
Solyc11g008140.2.1	1826	1545.49	877	22.8176
Solyc02g062930.3.1	1567	1286.49	346	10.8145
Solyc08g066400.2.1	953	672.635	1	0.0597804
Solyc10g036690.2.1	93	28.9324	1	1.3898
Solyc09g011710.3.1	939	658.702	2506	152.979
Solyc12g096860.2.1	2683	2402.49	47	0.786636
Solyc02g063040.3.1	1276	995.495	172	6.94749
Solyc06g076840.2.1	2830	2549.49	0	0
Solyc01g056940.2.1	756	476.07	4175	352.634
Solyc06g054620.3.1	855	574.767	50	3.49797
Solyc01g056270.2.1	701	421.294	4	0.38178
Solyc01g020230.3.1	2531	2250.49	24	0.428817
Solyc01g014107.1.1	766	486.022	159	13.1547
Solyc06g052140.2.1	885	604.767	0	0
Solyc05g052990.3.1	658	378.575	115	12.2147
Solyc06g033810.2.1	609	330.201	0	0
Solyc01g009690.2.1	2586	2305.49	344.753	6.01287
Solyc02g078420.2.1	309	82.8324	0.399896	0.194127
Solyc07g041240.2.1	468	197.388	8	1.6297
Solyc12g038770.2.1	729	449.163	0	0
Solyc06g052080.3.1	2780	2499.49	729	11.7277
Solyc11g020740.2.1	90	29.1667	0	0
Solyc01g014180.3.1	976	695.566	1663	96.1373
Solyc12g038350.2.1	872	591.767	10	0.679497
Solyc03g031650.3.1	738	458.163	112	9.8296
Solyc11g072410.2.1	2582	2301.49	329.497	5.75678
Solyc06g008100.3.1	663	383.575	20	2.09661
Solyc09g083445.1.1	618	338.965	2870	340.459
Solyc06g064740.3.1	358	111.526	8	2.88439
Solyc02g062260.2.1	226	51.7901	0	0
Solyc11g006650.2.1	2753	2472.49	52	0.84568
Solyc10g008330.3.1	689	409.377	2	0.196447
Solyc10g036640.2.1	240	55.7164	0	0
Solyc11g063580.2.1	291	73.6311	14	7.64548
Solyc01g111080.3.1	23222	22941.5	3810.83	6.67938
Solyc04g071540.3.1	3007	2726.49	534	7.87544
Solyc12g062470.2.1	485	212.619	2	0.378239
Solyc06g050840.3.1	977	696.566	283	16.3366
Solyc10g009530.3.1	1365	1084.49	62.3437	2.31155
Solyc07g052480.3.1	3041	2760.49	12717	185.241
Solyc01g008410.2.1	2163	1882.49	0	0
Solyc11g072650.2.1	1699	1418.49	0	0
Solyc01g101080.2.1	666	386.536	0	0
Solyc06g011490.3.1	1249	968.495	217	9.0095
Solyc09g020130.3.1	1655	1374.49	1864.34	54.5406
Solyc11g012600.2.1	1028	747.495	0	0
Solyc03g096645.1.1	4058	3777.49	432.909	4.6082
Solyc02g070420.2.1	1007	726.495	59	3.26556
Solyc01g090710.3.1	1946	1665.49	46	1.11059
Solyc05g013230.2.1	342	101.704	0	0
Solyc11g028080.2.1	685	405.377	180	17.8547
Solyc03g032030.3.1	1722	1441.49	65	1.81317
Solyc06g053950.2.1	645	365.65	5	0.549848
Solyc12g009050.2.1	2268	1987.49	50	1.01158
Solyc09g015100.3.1	446	178.77	0	0
Solyc08g061740.2.1	261	62.0579	0	0
Solyc07g008020.3.1	817	536.767	577	43.2243
Solyc07g005470.3.1	2223	1942.49	146	3.02226
Solyc12g042880.2.1	1074	793.495	8	0.405401
Solyc07g066275.1.1	1327	1046.49	610	23.4386
Solyc01g017410.2.1	501	227.023	0	0
Solyc02g014490.3.1	2997	2716.49	7	0.103616
Solyc07g014585.1.1	1067	786.495	0	0
Solyc08g059780.2.1	1452	1171.49	19	0.652156
Solyc02g080590.3.1	821	540.767	410	30.4868
Solyc01g066580.2.1	135	35.3404	16	18.2048
Solyc02g089930.3.1	2658	2377.49	1719	29.0733
Solyc04g081560.3.1	2712	2431.49	18	0.297672
Solyc12g010740.2.1	949	668.635	120	7.21656
Solyc09g030420.3.1	357	110.784	0	0
Solyc09g056430.3.1	1825	1544.49	58	1.51001
Solyc07g009280.3.1	518	242.766	0	0
Solyc07g032670.2.1	1243	962.495	22	0.9191
Solyc04g018000.2.1	1215	934.495	0	0
Solyc01g057490.3.1	442	175.312	1	0.229365
Solyc04g006990.3.1	1321	1040.49	21	0.811555
Solyc04g009900.3.1	1390	1109.49	2034	73.7164
Solyc02g021063.1.1	1655	1374.49	68.7501	2.01126
Solyc04g072470.3.1	508	233.391	0	0
Solyc06g082020.3.1	489	216.135	1	0.186043
Solyc11g072800.2.1	4144	3863.49	0	0
Solyc08g080110.3.1	2880	2599.49	493	7.62599
Solyc08g074680.2.1	5534	5253.49	992	7.59279
Solyc00g005850.2.1	566	288.318	0	0
Solyc12g009745.1.1	2898	2617.49	54.8556	0.842701
Solyc10g008210.3.1	4197	3916.49	42	0.431211
Solyc06g072480.1.1	516	240.815	0	0
Solyc09g057715.1.1	519	243.741	0	0
Solyc05g015710.3.1	1126	845.495	553	26.2998
Solyc12g097070.2.1	1320	1039.49	85	3.28802
Solyc12g019340.1.1	183	41.656	0	0
Solyc05g006260.1.1	183	41.656	0	0
Solyc01g067380.3.1	1781	1500.49	310	8.30741
Solyc12g042120.2.1	508	233.391	44	7.58065
Solyc07g006800.1.1	1362	1081.49	0	0
Solyc09g009280.1.1	885	604.767	13	0.864357
Solyc06g005070.2.1	2155	1874.49	686	14.7156
Solyc11g066760.2.1	2304	2023.49	415	8.24678
Solyc06g071540.3.1	3375	3094.49	73	0.948574
Solyc09g065150.1.1	150	37.1376	0	0
Solyc10g081230.2.1	1185	904.495	15.2606	0.678428
Solyc01g106390.3.1	2020	1739.49	990	22.885
Solyc09g007080.3.1	5868	5587.49	407.935	2.93571
Solyc11g066500.2.1	3576	3295.49	1125	13.7268
Solyc01g102637.1.1	282	69.8131	5	2.87986
Solyc03g060510.3.1	1738	1457.49	969	26.7335
Solyc11g066460.1.1	651	371.65	66	7.14082
Solyc06g082800.3.1	1406	1125.49	405	14.4694
Solyc01g105290.3.1	1594	1313.49	2054	62.8797
Solyc08g062965.1.1	528	252.087	0	0
Solyc03g058900.2.1	501	227.023	0	0
Solyc11g011542.1.1	477	205.266	63	12.3413
Solyc03g007860.1.1	558	280.546	602	86.2841
Solyc06g048620.3.1	4542	4261.49	169	1.59464
Solyc03g006490.3.1	1155	874.495	67	3.08075
Solyc11g017373.1.1	738	458.163	0	0
Solyc09g060100.3.1	5908	5627.49	572.62	4.09157
Solyc03g006950.2.1	2238	1957.49	0	0
Solyc03g114300.3.1	2676	2395.49	327	5.48897
Solyc02g011755.1.1	321	89.3501	0	0
Solyc11g010105.1.1	741	461.118	258	22.4981
Solyc09g092080.3.1	862	581.767	177	12.2338
Solyc05g055160.3.1	2243	1962.49	9535	195.367
Solyc06g053780.3.1	2021	1740.49	257	5.93743
Solyc07g055920.3.1	1156	875.495	1	0.0459288
Solyc02g062040.3.1	1448	1167.49	99	3.40972
Solyc05g046390.3.1	754	474.118	2039	172.93
Solyc09g042300.2.1	2512	2231.49	13	0.234253
Solyc03g044600.2.1	1206	925.495	24.1595	1.04967
Solyc11g067270.1.1	1293	1012.49	0	0
Solyc09g083370.3.1	1089	808.495	464.025	23.0782
Solyc09g018235.1.1	789	508.923	0	0
Solyc03g115845.1.1	300	78.0027	16	8.248
Solyc07g065280.3.1	693	413.377	1234	120.035
Solyc10g018885.1.1	357	110.784	74	26.8591
Solyc10g051050.2.1	2773	2492.49	43	0.693701
Solyc03g007680.3.1	1191	910.495	324	14.3089
Solyc03g115800.1.1	1281	1000.49	2	0.080381
Solyc05g005910.3.1	1815	1534.49	3	0.078613
Solyc07g032300.1.1	213	48.6772	0	0
Solyc01g091860.3.1	3645	3364.49	296.629	3.54512
Solyc12g098660.2.1	1485	1204.49	580	19.3625
Solyc04g057890.3.1	4289	4008.49	554.874	5.5661
Solyc06g008960.3.1	4420	4139.49	449	4.36151
Solyc02g030520.1.1	69	33.8814	0	0
Solyc10g044967.1.1	720	440.163	0	0
Solyc07g026705.1.1	641	361.686	11	1.22292
Solyc07g039384.1.1	453	184.416	0	0
Solyc08g005440.3.1	3192	2911.49	309	4.26757
Solyc01g005610.3.1	1068	787.495	0	0
Solyc04g050345.1.1	390	134.93	0	0
Solyc10g086290.2.1	1363	1082.49	0	0
Solyc12g035860.1.1	315	86.1963	10	4.66498
Solyc05g016473.1.1	3230	2949.49	0	0
Solyc02g088954.1.1	675	395.458	4.18395	0.425427
Solyc08g082330.3.1	484	211.662	41	7.78894
Solyc05g026050.3.1	1505	1224.49	370	12.1502
Solyc10g050630.1.1	315	86.1963	0	0
Solyc07g039540.1.1	246	57.0327	0	0
Solyc01g096185.1.1	435	169.613	65	15.4096
Solyc07g021740.2.1	811	530.767	0	0
Solyc02g062375.1.1	3217	2936.49	842	11.5298
Solyc12g009620.2.1	1820	1539.49	349	9.11561
Solyc05g012170.2.1	783	502.923	0	0
Solyc01g103803.1.1	699	419.294	0	0
Solyc12g087900.2.1	1377	1096.49	0	0
Solyc09g090660.3.1	2092	1811.49	1665.73	36.9749
Solyc02g081700.1.1	747	467.118	2104	181.116
Solyc08g079580.1.1	447	179.638	0	0
Solyc04g057880.3.1	6172	5891.49	569.126	3.88438
Solyc05g021090.3.1	1542	1261.49	89.2917	2.84619
Solyc06g082000.3.1	2271	1990.49	34	0.686841
Solyc11g045540.1.1	447	179.638	0	0
Solyc10g084360.1.1	165	40.821	0	0
Solyc03g062745.1.1	441	174.609	1.3534	0.311672
Solyc04g050550.2.1	2358	2077.49	218	4.21944
Solyc05g024454.1.1	521	245.518	0	0
Solyc09g016957.1.1	339	99.9007	0	0
Solyc09g060170.1.1	1035	754.495	0	0
Solyc05g055790.3.1	2662	2381.49	723	12.2075
Solyc01g096255.1.1	405	146.227	0	0
Solyc05g054170.3.1	4313	4032.49	605	6.03281
Solyc01g005730.3.1	3708	3427.49	233	2.73349
Solyc10g018355.1.1	780	499.923	0	0
Solyc08g076830.1.1	1026	745.495	84	4.53078
Solyc10g045040.1.1	225	51.4014	1	0.782282
Solyc03g081203.1.1	183	41.656	14	13.5142
Solyc02g085700.2.1	2892	2611.49	1817	27.9772
Solyc12g008580.2.1	2991	2710.49	187	2.77416
Solyc08g014290.1.1	1188	907.495	345	15.2867
Solyc01g102970.3.1	2799	2518.49	834	13.3157
Solyc08g044540.1.1	225	51.4014	0	0
Solyc06g060270.3.1	3396	3115.49	46	0.593703
Solyc06g072570.3.1	1211	930.495	858	37.0776
Solyc01g109070.2.1	616	337.033	149	17.7767
Solyc05g041900.1.1	285	71.1777	0	0
Solyc01g010050.3.1	1875	1594.49	1383.96	34.9012
Solyc08g061450.2.1	1512	1231.49	32	1.04485
Solyc10g055740.2.1	1711	1430.49	25	0.702736
Solyc01g086900.3.1	3177	2896.49	522	7.24663
Solyc11g007120.2.1	1251	970.495	384	15.9102
Solyc01g104448.1.1	516	240.815	13.2489	2.21225
Solyc01g060410.3.1	279	68.5875	0	0
Solyc02g080470.3.1	3187	2906.49	850	11.7595
Solyc08g045760.1.1	261	62.0579	0	0
Solyc11g008720.2.1	2785	2504.49	384	6.16523
Solyc05g051840.1.1	1134	853.495	486	22.8967
Solyc02g084550.3.1	1100	819.495	387	18.989
Solyc04g017965.1.1	300	78.0027	0	0
Solyc07g045250.1.1	213	48.6772	413	341.164
Solyc02g092420.3.1	2392	2111.49	86	1.63775
Solyc10g055650.2.1	3037	2756.49	1395	20.3496
Solyc07g007290.1.1	1572	1291.49	6	0.186809
Solyc06g068930.2.1	1137	856.495	0	0
Solyc05g009050.3.1	4077	3796.49	456	4.8297
Solyc04g054730.3.1	2506	2225.49	489	8.83529
Solyc03g034201.1.1	498	224.369	0	0
Solyc06g007165.1.1	2062	1781.49	1744	39.3641
Solyc03g013630.3.1	2749	2468.49	306	4.98457
Solyc03g112200.1.1	756	476.07	759	64.1076
Solyc02g083630.3.1	2225	1944.49	145.874	3.01653
Solyc02g092810.3.1	868	587.767	214	14.6402
Solyc10g082060.1.1	759	479.07	2	0.167869
Solyc01g087570.2.1	548	270.74	473.17	70.2752
Solyc09g063140.3.1	2272	1991.49	945.122	19.083
Solyc01g060210.3.1	456	187.221	8	1.7182
Solyc02g069515.1.1	1210	929.495	78	3.37432
Solyc02g070210.3.1	1637	1356.49	150	4.44643
Solyc09g008950.1.1	828	547.767	0	0
Solyc03g116390.3.1	617	337.965	3	0.356934
Solyc06g071340.1.1	96	29.6625	1	1.3556
Solyc11g017470.2.1	1385	1104.49	715	26.0304
Solyc02g030630.1.1	921	640.767	0	0
Solyc08g083175.1.1	396	139.208	0	0
Solyc08g048250.3.1	1857	1576.49	515	13.1357
Solyc12g032937.1.1	345	103.396	0	0
Solyc09g009190.3.1	2730	2449.49	7348	120.623
Solyc12g006870.2.1	1232	951.495	1306	55.1919
Solyc07g008350.3.1	1670	1389.49	617	17.8553
Solyc08g068640.3.1	5247	4966.49	171.326	1.38712
Solyc02g021520.1.1	279	68.5875	0	0
Solyc09g007250.3.1	1648	1367.49	5329	156.696
Solyc12g087870.2.1	1737	1456.49	131	3.6166
Solyc03g058213.1.1	309	82.8324	5	2.42721
Solyc02g079280.3.1	1274	993.495	10	0.404737
Solyc08g008630.3.1	1303	1022.49	5606	220.46
Solyc06g005310.3.1	1358	1077.49	354	13.2107
Solyc12g049120.2.1	1332	1051.49	0	0
Solyc09g072940.2.1	858	577.767	0	0
Solyc08g075540.3.1	2634	2353.49	1265	21.613
Solyc09g091510.3.1	1452	1171.49	442	15.1712
Solyc04g016177.1.1	1251	970.495	91	3.77039
Solyc03g120050.3.1	1594	1313.49	98.3028	3.00937
Solyc05g018453.1.1	867	586.767	0	0
Solyc07g065320.3.1	4946	4665.49	3190	27.4936
Solyc05g013560.3.1	448	180.429	195	43.4577
Solyc01g108380.2.1	1059	778.495	0	0
Solyc06g035943.1.1	780	499.923	0	0
Solyc08g006251.1.1	678	398.458	1	0.100915
Solyc05g025810.3.1	1306	1025.49	1156	45.3276
Solyc03g115350.2.1	507	232.462	0	0
Solyc12g011190.2.1	1418	1137.49	113	3.99455
Solyc11g071423.1.1	2259	1978.49	91.2308	1.85415
Solyc10g045555.1.1	393	136.941	0	0
Solyc08g080585.1.1	714	434.207	206.026	19.0794
Solyc02g005115.1.1	550	272.686	4.53531	0.66878
Solyc02g086660.3.1	3546	3265.49	598.145	7.3654
Solyc04g070987.1.1	535	258.701	91.6748	14.2492
Solyc03g096193.1.1	399	141.544	0	0
Solyc10g074520.2.1	1668	1387.49	27	0.782476
Solyc02g065360.3.1	2862	2581.49	459	7.14957
Solyc01g020570.2.1	1065	784.495	0	0
Solyc02g076790.3.1	1037	756.495	319	16.956
Solyc03g080115.1.1	945	664.635	0	0
Solyc03g005470.3.1	839	558.767	1429	102.835
Solyc05g047540.3.1	4664	4383.49	1813.57	16.6362
Solyc11g020471.1.1	882	601.767	0	0
Solyc05g005770.3.1	1621	1340.49	121	3.6296
Solyc03g044420.2.1	1271	990.495	27	1.0961
Solyc06g072135.1.1	1409	1128.49	82	2.92181
Solyc04g054760.3.1	876	595.767	64	4.31958
Solyc05g014177.1.1	448	180.429	0	0
Solyc03g111705.1.1	792	511.872	0	0
Solyc07g015850.1.1	507	232.462	0	0
Solyc03g063290.3.1	850	569.767	286.62	20.2278
Solyc09g020190.3.1	2061	1780.49	940	21.2288
Solyc11g008340.2.1	3580	3299.49	1391	16.9519
Solyc12g019777.1.1	477	205.266	0	0
Solyc09g082740.1.1	288	72.3369	0	0
Solyc03g051820.1.1	411	151.072	0	0
Solyc01g108820.1.1	768	488.022	0	0
Solyc09g008917.1.1	192	44.1119	0	0
Solyc11g072320.2.1	4765	4484.49	2343	21.0086
Solyc03g112770.3.1	871	590.767	537	36.5507
Solyc04g054430.2.1	1054	773.495	193	10.0332
Solyc10g052660.2.1	600	321.462	1424.94	178.24
Solyc04g083160.2.1	2894	2613.49	70	1.077
Solyc02g088510.3.1	1452	1171.49	80	2.74592
Solyc02g086920.2.1	2778	2497.49	0	0
Solyc04g039830.2.1	636	356.758	2	0.225421
Solyc08g062387.1.1	405	146.227	3	0.824961
Solyc03g117720.3.1	1465	1184.49	8	0.271578
Solyc04g074165.1.1	420	158.364	103	26.1529
Solyc07g063080.3.1	2851	2570.49	38	0.594436
Solyc11g062195.1.1	489	216.135	2	0.372087
Solyc07g062020.2.1	849	568.767	0	0
Solyc04g050823.1.1	585	306.844	0	0
Solyc01g108080.3.1	384	130.467	1.02037	0.31448
Solyc08g066460.2.1	935	654.767	1	0.0614117
Solyc08g006000.3.1	1005	724.495	832	46.1771
Solyc03g007825.1.1	885	604.767	49.0311	3.26003
Solyc03g031655.1.1	882	601.767	0	0
Solyc09g066400.2.1	1555	1274.49	0	0
Solyc01g091800.3.1	1494	1213.49	951	31.5124
Solyc06g054690.3.1	2403	2122.49	547	10.3628
Solyc12g056673.1.1	810	529.767	0	0
Solyc09g065250.2.1	962	681.635	0	0
Solyc04g049485.1.1	625	345.794	0	0
Solyc09g084460.3.1	645	365.65	211	23.2036
Solyc02g067925.1.1	7689	7408.49	498.692	2.7067
Solyc12g006750.1.1	252	59.0228	0	0
Solyc03g122240.3.1	3244	2963.49	281	3.81277
Solyc01g109550.2.1	978	697.566	307	17.6967
Solyc06g007920.2.1	490	216.979	0	0
Solyc01g109780.3.1	2980	2699.49	697.186	10.3849
Solyc06g008460.2.1	390	134.93	0	0
Solyc06g011460.1.1	600	321.462	0	0
Solyc01g081630.3.1	2503	2222.49	0	0
Solyc09g011040.1.1	1290	1009.49	60	2.38993
Solyc01g080080.3.1	1806	1525.49	458	12.0724
Solyc10g081420.2.1	6066	5785.49	799.765	5.55853
Solyc06g005780.1.1	357	110.784	22	7.98515
Solyc01g094080.3.1	2132	1851.49	879.343	19.0974
Solyc06g069570.3.1	1494	1213.49	967.876	32.0716
Solyc01g104590.3.1	2202	1921.49	8414	176.077
Solyc02g067510.3.1	922	641.767	0	0
Solyc12g062920.2.1	195	44.5014	0	0
Solyc12g007050.1.1	198	45.0507	243	216.892
Solyc03g026413.1.1	183	41.656	0	0
Solyc09g064220.2.1	438	171.995	0	0
Solyc12g038970.2.1	2016	1735.49	429	9.93968
Solyc07g032745.1.1	1125	844.495	13	0.618992
Solyc02g078430.3.1	795	514.872	0	0
Solyc10g054040.2.1	1864	1583.49	3	0.0761803
Solyc03g121770.2.1	2064	1783.49	0	0
Solyc09g072870.3.1	1463	1182.49	2494	84.8078
Solyc03g063690.1.1	1791	1510.49	42	1.11807
Solyc11g067200.2.1	4337	4056.49	346	3.42976
Solyc09g055900.3.1	1694	1413.49	89	2.53183
Solyc01g105230.3.1	7135	6854.49	878.034	5.15079
Solyc03g120475.1.1	919	638.767	10852	683.133
Solyc08g007950.3.1	3366	3085.49	2155	28.0841
Solyc06g050185.1.1	204	46.8024	0	0
Solyc04g016060.1.1	846	565.767	24	1.70574
Solyc02g062170.3.1	1014	733.495	18.2334	0.999563
Solyc08g076500.3.1	207	47.7349	1	0.842368
Solyc08g066190.2.1	2450	2169.49	0	0
Solyc09g007320.3.1	2220	1939.49	987.753	20.4785
Solyc05g012550.3.1	1211	930.495	26	1.12356
Solyc06g073033.1.1	438	171.995	0	0
Solyc02g090135.1.1	2374	2093.49	287	5.5125
Solyc06g051060.3.1	1647	1366.49	46	1.35359
Solyc03g007500.3.1	2046	1765.49	213.476	4.86207
Solyc07g042093.1.1	654	374.613	0	0
Solyc06g076130.3.1	5236	4955.49	336	2.72641
Solyc06g076910.2.1	6763	6482.49	110.237	0.68379
Solyc12g013870.2.1	1226	945.495	751	31.9388
Solyc02g081570.3.1	2085	1804.49	0	0
Solyc07g005740.1.1	1431	1150.49	22	0.768912
Solyc02g086850.2.1	2888	2607.49	5	0.0771054
Solyc11g011130.2.1	1870	1589.49	2222	56.2113
Solyc03g118660.3.1	1672	1391.49	207	5.98173
Solyc05g009890.1.1	1362	1081.49	310	11.5259
Solyc02g030220.1.1	1017	736.495	0	0
Solyc02g069547.1.1	744	464.118	0	0
Solyc09g008940.3.1	1682	1401.49	182	5.22178
Solyc05g006323.1.1	1341	1060.49	409	15.5079
Solyc01g100590.3.1	1474	1193.49	1475	49.6947
Solyc11g068810.2.1	709	429.294	393	36.8109
Solyc10g047480.1.1	1443	1162.49	0	0
Solyc01g086970.3.1	585	306.844	750	98.2839
