target_id	length	eff_length	est_counts	tpm
Solyc03g082575.1.1	2097	1821.26	50.2417	1.26759
Solyc09g020070.2.1	1401	1125.26	2	0.0816704
Solyc07g017330.2.1	730	454.524	0	0
Solyc01g021700.2.1	1146	870.262	0	0
Solyc09g055550.3.1	1685	1409.26	51	1.6629
Solyc01g014537.1.1	654	378.85	8	0.970311
Solyc03g098750.3.1	1586	1310.26	101	3.54203
Solyc06g054230.3.1	1995	1719.26	0	0
Solyc09g010340.2.1	1272	996.262	0	0
Solyc06g043140.3.1	1035	759.262	0	0
Solyc03g034165.1.1	1203	927.262	22.5325	1.1166
Solyc01g012640.2.1	561	287.348	0	0
Solyc05g023660.2.1	1239	963.262	0	0
Solyc11g008140.2.1	1826	1550.26	787	23.327
Solyc02g062930.3.1	1567	1291.26	294	10.4622
Solyc08g066400.2.1	953	677.262	0	0
Solyc10g036690.2.1	93	24.3939	0	0
Solyc09g011710.3.1	939	663.262	1642	113.757
Solyc12g096860.2.1	2683	2407.26	79	1.50797
Solyc02g063040.3.1	1276	1000.26	133	6.10979
Solyc06g076840.2.1	2830	2554.26	0	0
Solyc01g056940.2.1	756	480.43	4126	394.628
Solyc06g054620.3.1	855	579.381	46	3.64823
Solyc01g056270.2.1	701	425.569	1	0.107974
Solyc01g020230.3.1	2531	2255.26	41	0.835363
Solyc01g014107.1.1	766	490.381	119	11.1507
Solyc06g052140.2.1	885	609.323	0	0
Solyc05g052990.3.1	658	382.85	149	17.8832
Solyc06g033810.2.1	609	334.309	0	0
Solyc01g009690.2.1	2586	2310.26	227.706	4.529
Solyc02g078420.2.1	309	85.3782	0.547666	0.294752
Solyc07g041240.2.1	468	201.139	6	1.3707
Solyc12g038770.2.1	729	453.524	0	0
Solyc06g052080.3.1	2780	2504.26	754	13.835
Solyc11g020740.2.1	90	26.8679	0	0
Solyc01g014180.3.1	976	700.262	1676	109.977
Solyc12g038350.2.1	872	596.323	18	1.38701
Solyc03g031650.3.1	738	462.524	113	11.2262
Solyc11g072410.2.1	2582	2306.26	323.756	6.45057
Solyc06g008100.3.1	663	387.811	11	1.30335
Solyc09g083445.1.1	618	343.242	53.0158	7.09731
Solyc06g064740.3.1	358	115.791	1	0.396838
Solyc02g062260.2.1	226	52.0048	0	0
Solyc11g006650.2.1	2753	2477.26	108	2.00327
Solyc10g008330.3.1	689	413.654	1	0.111084
Solyc10g036640.2.1	240	56.462	0	0
Solyc11g063580.2.1	291	76.2028	6	3.618
Solyc01g111080.3.1	23222	22946.3	3396.2	6.80095
Solyc04g071540.3.1	3007	2731.26	502	8.44557
Solyc12g062470.2.1	485	216.15	3	0.637755
Solyc06g050840.3.1	977	701.262	287	18.8057
Solyc10g009530.3.1	1365	1089.26	70.9346	2.99236
Solyc07g052480.3.1	3041	2765.26	13541	225.011
Solyc01g008410.2.1	2163	1887.26	0	0
Solyc11g072650.2.1	1699	1423.26	0	0
Solyc01g101080.2.1	666	390.811	2	0.235153
Solyc06g011490.3.1	1249	973.262	184	8.68713
Solyc09g020130.3.1	1655	1379.26	1841	61.3332
Solyc11g012600.2.1	1028	752.262	0	0
Solyc03g096645.1.1	4058	3782.26	432	5.24832
Solyc02g070420.2.1	1007	731.262	56	3.51887
Solyc01g090710.3.1	1946	1670.26	83	2.2834
Solyc05g013230.2.1	342	105.281	0	0
Solyc11g028080.2.1	685	409.654	156	17.4983
Solyc03g032030.3.1	1722	1446.26	34	1.08024
Solyc06g053950.2.1	645	369.887	2	0.248456
Solyc12g009050.2.1	2268	1992.26	45.6693	1.05333
Solyc09g015100.3.1	446	182.02	0	0
Solyc08g061740.2.1	261	62.6878	0	0
Solyc07g008020.3.1	817	541.381	294	24.9536
Solyc07g005470.3.1	2223	1947.26	160	3.77558
Solyc12g042880.2.1	1074	798.262	5	0.287815
Solyc07g066275.1.1	1327	1051.26	495	21.6363
Solyc01g017410.2.1	501	230.675	0	0
Solyc02g014490.3.1	2997	2721.26	8	0.135085
Solyc07g014585.1.1	1067	791.262	0	0
Solyc08g059780.2.1	1452	1176.26	9	0.351582
Solyc02g080590.3.1	821	545.381	333	28.0565
Solyc01g066580.2.1	135	31.0324	10	14.8072
Solyc02g089930.3.1	2658	2382.26	1410	27.1968
Solyc04g081560.3.1	2712	2436.26	11	0.207471
Solyc12g010740.2.1	949	673.262	121	8.25828
Solyc09g030420.3.1	357	115.201	1	0.39887
Solyc09g056430.3.1	1825	1549.26	37	1.0974
Solyc07g009280.3.1	518	246.439	0	0
Solyc07g032670.2.1	1243	967.262	25	1.18764
Solyc04g018000.2.1	1215	939.262	0	0
Solyc01g057490.3.1	442	178.626	10	2.57243
Solyc04g006990.3.1	1321	1045.26	40	1.75842
Solyc04g009900.3.1	1390	1114.26	1959	80.7859
Solyc02g021063.1.1	1655	1379.26	63.3715	2.11123
Solyc04g072470.3.1	508	237.223	0	0
Solyc06g082020.3.1	489	219.749	0	0
Solyc11g072800.2.1	4144	3868.26	8	0.0950304
Solyc08g080110.3.1	2880	2604.26	422	7.44588
Solyc08g074680.2.1	5534	5258.26	186	1.6254
Solyc00g005850.2.1	566	292.144	0	0
Solyc12g009745.1.1	2898	2622.26	36.4138	0.638084
Solyc10g008210.3.1	4197	3921.26	114	1.33588
Solyc06g072480.1.1	516	244.538	0	0
Solyc09g057715.1.1	519	247.364	0	0
Solyc05g015710.3.1	1126	850.262	489	26.4268
Solyc12g097070.2.1	1320	1044.26	82	3.60822
Solyc12g019340.1.1	183	42.8739	0	0
Solyc05g006260.1.1	183	42.8739	0	0
Solyc01g067380.3.1	1781	1505.26	296	9.03583
Solyc12g042120.2.1	508	237.223	48	9.29764
Solyc07g006800.1.1	1362	1086.26	0	0
Solyc09g009280.1.1	885	609.323	13	0.980357
Solyc06g005070.2.1	2155	1879.26	556	13.5949
Solyc11g066760.2.1	2304	2028.26	383	8.67687
Solyc06g071540.3.1	3375	3099.26	65	0.963704
Solyc09g065150.1.1	150	35.0463	0	0
Solyc10g081230.2.1	1185	909.262	9.37772	0.473911
Solyc01g106390.3.1	2020	1744.26	484	12.7503
Solyc09g007080.3.1	5868	5592.26	388.911	3.19559
Solyc11g066500.2.1	3576	3300.26	1032	14.3688
Solyc01g102637.1.1	282	71.9063	8	5.11224
Solyc03g060510.3.1	1738	1462.26	914	28.7217
Solyc11g066460.1.1	651	375.85	97	11.8589
Solyc06g082800.3.1	1406	1130.26	371	15.0828
Solyc01g105290.3.1	1594	1318.26	1730	60.3022
Solyc08g062965.1.1	528	256.059	0	0
Solyc03g058900.2.1	501	230.675	0	0
Solyc11g011542.1.1	477	209.002	50	10.9928
Solyc03g007860.1.1	558	284.549	479	77.3513
Solyc06g048620.3.1	4542	4266.26	264	2.84345
Solyc03g006490.3.1	1155	879.262	98	5.12149
Solyc11g017373.1.1	738	462.524	0	0
Solyc09g060100.3.1	5908	5632.26	649.091	5.29555
Solyc03g006950.2.1	2238	1962.26	0	0
Solyc03g114300.3.1	2676	2400.26	326	6.2409
Solyc02g011755.1.1	321	92.3372	1	0.497636
Solyc11g010105.1.1	741	465.524	224	22.1103
Solyc09g092080.3.1	862	586.323	190	14.8904
Solyc05g055160.3.1	2243	1967.26	9486	221.569
Solyc06g053780.3.1	2021	1745.26	268	7.05607
Solyc07g055920.3.1	1156	880.262	2	0.104401
Solyc02g062040.3.1	1448	1172.26	103	4.03739
Solyc05g046390.3.1	754	478.43	1824	175.184
Solyc09g042300.2.1	2512	2236.26	11	0.226026
Solyc03g044600.2.1	1206	930.262	67	3.30947
Solyc11g067270.1.1	1293	1017.26	1	0.0451706
Solyc09g083370.3.1	1089	813.262	447.961	25.3104
Solyc09g018235.1.1	789	513.381	0	0
Solyc03g115845.1.1	300	80.9037	34	19.3107
Solyc07g065280.3.1	693	417.654	1020	112.22
Solyc10g018885.1.1	357	115.201	77	30.713
Solyc10g051050.2.1	2773	2497.26	54	0.993615
Solyc03g007680.3.1	1191	915.262	365	18.3247
Solyc03g115800.1.1	1281	1005.26	1	0.0457098
Solyc05g005910.3.1	1815	1539.26	0	0
Solyc07g032300.1.1	213	49.0296	0	0
Solyc01g091860.3.1	3645	3369.26	263.529	3.59404
Solyc12g098660.2.1	1485	1209.26	542	20.5953
Solyc04g057890.3.1	4289	4013.26	548.336	6.27824
Solyc06g008960.3.1	4420	4144.26	448	4.96729
Solyc02g030520.1.1	69	25.9057	0	0
Solyc10g044967.1.1	720	444.569	0	0
Solyc07g026705.1.1	641	365.924	15	1.8836
Solyc07g039384.1.1	453	187.876	0	0
Solyc08g005440.3.1	3192	2916.26	322	5.07362
Solyc01g005610.3.1	1068	792.262	0	0
Solyc04g050345.1.1	390	138.562	0	0
Solyc10g086290.2.1	1363	1087.26	0	0
Solyc12g035860.1.1	315	88.8786	5	2.585
Solyc05g016473.1.1	3230	2954.26	0	0
Solyc02g088954.1.1	675	399.654	0	0
Solyc08g082330.3.1	484	215.349	35	7.46816
Solyc05g026050.3.1	1505	1229.26	300	11.2141
Solyc10g050630.1.1	315	88.8786	0	0
Solyc07g039540.1.1	246	57.9905	4	3.16951
Solyc01g096185.1.1	435	172.754	41	10.9055
Solyc07g021740.2.1	811	535.381	0	0
Solyc02g062375.1.1	3217	2941.26	703	10.9827
Solyc12g009620.2.1	1820	1544.26	289	8.59934
Solyc05g012170.2.1	783	507.381	0	0
Solyc01g103803.1.1	699	423.654	0	0
Solyc12g087900.2.1	1377	1101.26	0	0
Solyc09g090660.3.1	2092	1816.26	1549.08	39.1909
Solyc02g081700.1.1	747	471.524	1710	166.64
Solyc08g079580.1.1	447	182.943	0	0
Solyc04g057880.3.1	6172	5896.26	551.664	4.29918
Solyc05g021090.3.1	1542	1266.26	31.064	1.12725
Solyc06g082000.3.1	2271	1995.26	45	1.03634
Solyc11g045540.1.1	447	182.943	0	0
Solyc10g084360.1.1	165	39.0934	0	0
Solyc03g062745.1.1	441	177.72	1.80895	0.467712
Solyc04g050550.2.1	2358	2082.26	230	5.07552
Solyc05g024454.1.1	521	249.263	0	0
Solyc09g016957.1.1	339	103.479	0	0
Solyc09g060170.1.1	1035	759.262	0	0
Solyc05g055790.3.1	2662	2386.26	734	14.134
Solyc01g096255.1.1	405	149.696	0	0
Solyc05g054170.3.1	4313	4037.26	409	4.65505
Solyc01g005730.3.1	3708	3432.26	233	3.11935
Solyc10g018355.1.1	780	504.381	0	0
Solyc08g076830.1.1	1026	750.262	69	4.22595
Solyc10g045040.1.1	225	51.7404	0	0
Solyc03g081203.1.1	183	42.8739	7	7.50228
Solyc02g085700.2.1	2892	2616.26	1641	28.8214
Solyc12g008580.2.1	2991	2715.26	214	3.62152
Solyc08g014290.1.1	1188	912.262	215	10.8295
Solyc01g102970.3.1	2799	2523.26	828	15.0784
Solyc08g044540.1.1	225	51.7404	0	0
Solyc06g060270.3.1	3396	3120.26	46	0.677416
Solyc06g072570.3.1	1211	935.262	696	34.1951
Solyc01g109070.2.1	616	341.242	107	14.4082
Solyc05g041900.1.1	285	73.4195	0	0
Solyc01g010050.3.1	1875	1599.26	1359.8	39.07
Solyc08g061450.2.1	1512	1236.26	30	1.11506
Solyc10g055740.2.1	1711	1435.26	27	0.864413
Solyc01g086900.3.1	3177	2901.26	536	8.48919
Solyc11g007120.2.1	1251	975.262	344	16.2079
Solyc01g104448.1.1	516	244.538	6.61755	1.24348
Solyc01g060410.3.1	279	70.6502	1	0.650392
Solyc02g080470.3.1	3187	2911.26	705	11.1275
Solyc08g045760.1.1	261	62.6878	0	0
Solyc11g008720.2.1	2785	2509.26	371	6.79386
Solyc05g051840.1.1	1134	858.262	454	24.3066
Solyc02g084550.3.1	1100	824.262	331	18.4523
Solyc04g017965.1.1	300	80.9037	0	0
Solyc07g045250.1.1	213	49.0296	449	420.801
Solyc02g092420.3.1	2392	2116.26	79	1.71532
Solyc10g055650.2.1	3037	2761.26	1535	25.544
Solyc07g007290.1.1	1572	1296.26	3	0.106345
Solyc06g068930.2.1	1137	861.262	1	0.0533523
Solyc05g009050.3.1	4077	3801.26	444	5.36715
Solyc04g054730.3.1	2506	2230.26	766	15.782
Solyc03g034201.1.1	498	227.861	0	0
Solyc06g007165.1.1	2062	1786.26	1734	44.6059
Solyc03g013630.3.1	2749	2473.26	318	5.90807
Solyc03g112200.1.1	756	480.43	651	62.2644
Solyc02g083630.3.1	2225	1949.26	227.392	5.36036
Solyc02g092810.3.1	868	592.323	266	20.6353
Solyc10g082060.1.1	759	483.43	0	0
Solyc01g087570.2.1	548	274.942	440	73.5361
Solyc09g063140.3.1	2272	1996.26	1137.83	26.1908
Solyc01g060210.3.1	456	190.56	9	2.1702
Solyc02g069515.1.1	1210	934.262	58	2.85265
Solyc02g070210.3.1	1637	1361.26	392	13.2322
Solyc09g008950.1.1	828	552.381	0	0
Solyc03g116390.3.1	617	342.242	1	0.134263
Solyc06g071340.1.1	96	24.0592	9	17.189
Solyc11g017470.2.1	1385	1109.26	511	21.1678
Solyc02g030630.1.1	921	645.262	0	0
Solyc08g083175.1.1	396	142.93	0	0
Solyc08g048250.3.1	1857	1581.26	500	14.5296
Solyc12g032937.1.1	345	107.342	0	0
Solyc09g009190.3.1	2730	2454.26	6654	124.581
Solyc12g006870.2.1	1232	956.262	1123	53.9624
Solyc07g008350.3.1	1670	1394.26	517	17.0386
Solyc08g068640.3.1	5247	4971.26	69.438	0.641828
Solyc02g021520.1.1	279	70.6502	0	0
Solyc09g007250.3.1	1648	1372.26	4649	155.672
Solyc12g087870.2.1	1737	1461.26	190	5.97467
Solyc03g058213.1.1	309	85.3782	10	5.38197
Solyc02g079280.3.1	1274	998.262	1	0.0460303
Solyc08g008630.3.1	1303	1027.26	4786	214.082
Solyc06g005310.3.1	1358	1082.26	308	13.077
Solyc12g049120.2.1	1332	1056.26	0	0
Solyc09g072940.2.1	858	582.323	0	0
Solyc08g075540.3.1	2634	2358.26	723	14.0875
Solyc09g091510.3.1	1452	1176.26	404	15.7821
Solyc04g016177.1.1	1251	975.262	95	4.47601
Solyc03g120050.3.1	1594	1318.26	132.755	4.6274
Solyc05g018453.1.1	867	591.323	0	0
Solyc07g065320.3.1	4946	4670.26	2280	22.4327
Solyc05g013560.3.1	448	183.789	220	55.0036
Solyc01g108380.2.1	1059	783.262	0	0
Solyc06g035943.1.1	780	504.381	0	0
Solyc08g006251.1.1	678	402.654	0	0
Solyc05g025810.3.1	1306	1030.26	1107	49.3729
Solyc03g115350.2.1	507	236.367	0	0
Solyc12g011190.2.1	1418	1142.26	112	4.50548
Solyc11g071423.1.1	2259	1983.26	84.3156	1.95351
Solyc10g045555.1.1	393	140.631	0	0
Solyc08g080585.1.1	714	438.569	271.393	28.4347
Solyc02g005115.1.1	550	276.858	15.3214	2.54289
Solyc02g086660.3.1	3546	3270.26	584.485	8.21257
Solyc04g070987.1.1	535	262.615	90.3161	15.8028
Solyc03g096193.1.1	399	145.188	0	0
Solyc10g074520.2.1	1668	1392.26	35	1.15514
Solyc02g065360.3.1	2862	2586.26	418	7.42664
Solyc01g020570.2.1	1065	789.262	0	0
Solyc02g076790.3.1	1037	761.262	334	20.1605
Solyc03g080115.1.1	945	669.262	0	0
Solyc03g005470.3.1	839	563.381	1005	81.9695
Solyc05g047540.3.1	4664	4388.26	2345.86	24.5639
Solyc11g020471.1.1	882	606.323	0	0
Solyc05g005770.3.1	1621	1345.26	160	5.46514
Solyc03g044420.2.1	1271	995.262	23	1.06189
Solyc06g072135.1.1	1409	1133.26	101	4.09524
Solyc04g054760.3.1	876	600.323	73	5.58762
Solyc05g014177.1.1	448	183.789	1	0.250016
Solyc03g111705.1.1	792	516.381	0	0
Solyc07g015850.1.1	507	236.367	0	0
Solyc03g063290.3.1	850	574.381	325.272	26.0216
Solyc09g020190.3.1	2061	1785.26	814	20.9513
Solyc11g008340.2.1	3580	3304.26	1355	18.8431
Solyc12g019777.1.1	477	209.002	0	0
Solyc09g082740.1.1	288	74.6151	0	0
Solyc03g051820.1.1	411	154.026	0	0
Solyc01g108820.1.1	768	492.381	0	0
Solyc09g008917.1.1	192	44.075	0	0
Solyc11g072320.2.1	4765	4489.26	2417	24.7395
Solyc03g112770.3.1	871	595.323	442	34.116
Solyc04g054430.2.1	1054	778.262	223	13.1664
Solyc10g052660.2.1	600	325.441	1279.7	180.686
Solyc04g083160.2.1	2894	2618.26	40	0.701997
Solyc02g088510.3.1	1452	1176.26	92	3.59395
Solyc02g086920.2.1	2778	2502.26	0	0
Solyc04g039830.2.1	636	360.96	0	0
Solyc08g062387.1.1	405	149.696	4	1.22783
Solyc03g117720.3.1	1465	1189.26	20	0.772753
Solyc04g074165.1.1	420	160.922	180	51.3979
Solyc07g063080.3.1	2851	2575.26	76	1.35607
Solyc11g062195.1.1	489	219.749	0	0
Solyc07g062020.2.1	849	573.381	0	0
Solyc04g050823.1.1	585	310.633	0	0
Solyc01g108080.3.1	384	133.856	0	0
Solyc08g066460.2.1	935	659.262	3	0.209099
Solyc08g006000.3.1	1005	729.262	730	45.9968
Solyc03g007825.1.1	885	609.323	45.3394	3.41914
Solyc03g031655.1.1	882	606.323	0	0
Solyc09g066400.2.1	1555	1279.26	0	0
Solyc01g091800.3.1	1494	1218.26	1038	39.1512
Solyc06g054690.3.1	2403	2127.26	615	13.2844
Solyc12g056673.1.1	810	534.381	0	0
Solyc09g065250.2.1	962	686.262	0	0
Solyc04g049485.1.1	625	350.103	0	0
Solyc09g084460.3.1	645	369.887	37	4.59643
Solyc02g067925.1.1	7689	7413.26	383.11	2.37467
Solyc12g006750.1.1	252	60.1317	2	1.52832
Solyc03g122240.3.1	3244	2968.26	264	4.08686
Solyc01g109550.2.1	978	702.262	304	19.8913
Solyc06g007920.2.1	490	220.659	0	0
Solyc01g109780.3.1	2980	2704.26	600.524	10.204
Solyc06g008460.2.1	390	138.562	0	0
Solyc06g011460.1.1	600	325.441	0	0
Solyc01g081630.3.1	2503	2227.26	0	0
Solyc09g011040.1.1	1290	1014.26	101	4.57572
Solyc01g080080.3.1	1806	1530.26	428	12.8519
Solyc10g081420.2.1	6066	5790.26	968.555	7.68625
Solyc06g005780.1.1	357	115.201	51	20.3424
Solyc01g094080.3.1	2132	1856.26	802.2	19.8578
Solyc06g069570.3.1	1494	1218.26	722.297	27.2436
Solyc01g104590.3.1	2202	1926.26	7754	184.969
Solyc02g067510.3.1	922	646.262	0	0
Solyc12g062920.2.1	195	44.691	0	0
Solyc12g007050.1.1	198	45.5535	126	127.097
Solyc03g026413.1.1	183	42.8739	0	0
Solyc09g064220.2.1	438	175.166	0	0
Solyc12g038970.2.1	2016	1740.26	359	9.47913
Solyc07g032745.1.1	1125	849.262	17	0.919805
Solyc02g078430.3.1	795	519.381	0	0
Solyc10g054040.2.1	1864	1588.26	4	0.115725
Solyc03g121770.2.1	2064	1788.26	5	0.128478
Solyc09g072870.3.1	1463	1187.26	2559	99.0404
Solyc03g063690.1.1	1791	1515.26	36	1.0917
Solyc11g067200.2.1	4337	4061.26	361	4.08446
Solyc09g055900.3.1	1694	1418.26	151	4.89225
Solyc01g105230.3.1	7135	6859.26	769.845	5.1572
Solyc03g120475.1.1	919	643.262	11377	812.697
Solyc08g007950.3.1	3366	3090.26	1994	29.6496
Solyc06g050185.1.1	204	46.721	0	0
Solyc04g016060.1.1	846	570.381	16	1.28897
Solyc02g062170.3.1	1014	738.262	60.2028	3.7471
Solyc08g076500.3.1	207	47.5653	0	0
Solyc08g066190.2.1	2450	2174.26	0	0
Solyc09g007320.3.1	2220	1944.26	999.994	23.6337
Solyc05g012550.3.1	1211	935.262	44.3734	2.18011
Solyc06g073033.1.1	438	175.166	0	0
Solyc02g090135.1.1	2374	2098.26	235	5.14632
Solyc06g051060.3.1	1647	1371.26	55	1.84302
Solyc03g007500.3.1	2046	1770.26	268.735	6.9755
Solyc07g042093.1.1	654	378.85	0	0
Solyc06g076130.3.1	5236	4960.26	166	1.53777
Solyc06g076910.2.1	6763	6487.26	77.3658	0.547994
Solyc12g013870.2.1	1226	950.262	781	37.7656
Solyc02g081570.3.1	2085	1809.26	2.1724	0.055173
Solyc07g005740.1.1	1431	1155.26	23	0.91482
Solyc02g086850.2.1	2888	2612.26	2	0.0351805
Solyc11g011130.2.1	1870	1594.26	1807	52.0819
Solyc03g118660.3.1	1672	1396.26	234	7.70083
Solyc05g009890.1.1	1362	1086.26	608	25.7192
Solyc02g030220.1.1	1017	741.262	1	0.0619893
Solyc02g069547.1.1	744	468.524	0	0
Solyc09g008940.3.1	1682	1406.26	177	5.78356
Solyc05g006323.1.1	1341	1065.26	471	20.3167
Solyc01g100590.3.1	1474	1198.26	1052	40.3415
Solyc11g068810.2.1	709	433.569	385	40.8029
Solyc10g047480.1.1	1443	1167.26	0	0
Solyc01g086970.3.1	585	310.633	631	93.3405
Solyc02g069730.3.1	1243	967.262	1	0.0475056
