target_id	length	eff_length	est_counts	tpm
Solyc04g082200.2.1	1157	870.014	1725	80.6929
Solyc11g044632.1.1	686	401.202	2	0.20288
Solyc06g007430.2.1	2112	1825.01	740	16.5021
Solyc08g036560.2.1	741	455.77	197	17.5911
Solyc01g090340.2.1	988	701.014	2332	135.386
Solyc08g076720.3.1	4114	3827.01	775	8.24165
Solyc02g068930.3.1	1005	718.014	303	17.1744
Solyc01g095170.2.1	922	635.149	117	7.49691
Solyc07g018400.3.1	174	43.384	11	10.319
Solyc07g006300.3.1	2508	2221.01	963	17.646
Solyc09g072910.2.1	1314	1027.01	0	0
Solyc08g075320.3.1	2532	2245.01	4	0.0725126
Solyc03g044273.1.1	5441	5154.01	263.343	2.07945
Solyc09g005730.3.1	735	449.861	680	61.5181
Solyc04g079830.2.1	2469	2182.01	1928	35.9602
Solyc07g041820.2.1	3138	2851.01	0	0
Solyc01g044510.2.1	547	264.939	0	0
Solyc03g071853.1.1	894	607.334	2	0.134021
Solyc01g095070.3.1	869	582.573	300	20.9577
Solyc06g007890.3.1	568	285.083	1	0.142758
Solyc09g055610.2.1	105	31.48	0	0
Solyc04g009590.3.1	568	285.083	0	0
Solyc02g077240.3.1	2165	1878.01	40	0.866829
Solyc03g083100.3.1	1862	1575.01	1552	40.1033
Solyc08g006645.1.1	406	142.612	4.07371	1.16253
Solyc04g007825.1.1	1329	1042.01	35	1.367
Solyc03g044060.3.1	3067	2780.01	193	2.82542
Solyc06g008980.3.1	1496	1209.01	14	0.471269
Solyc10g050757.1.1	1464	1177.01	0	0
Solyc01g094710.2.1	359	109.138	3	1.11871
Solyc05g017830.2.1	232	52.3318	0	0
Solyc11g027940.2.1	462	187.76	0	0
Solyc03g034130.3.1	840	553.742	0	0
Solyc04g011990.2.1	3364	3077.01	7	0.0925851
Solyc07g017560.3.1	2822	2535.01	0	0
Solyc01g005380.2.1	1818	1531.01	335.134	8.90865
Solyc12g005820.2.1	826	539.852	5	0.376936
Solyc03g116170.3.1	1234	947.014	186	7.99336
Solyc04g016010.3.1	2019	1732.01	113	2.65521
Solyc12g098590.2.1	2992	2705.01	3070.99	46.2042
Solyc03g082575.1.1	2097	1810.01	19.9726	0.449081
Solyc09g020070.2.1	1401	1114.01	0	0
Solyc07g017330.2.1	730	444.906	0	0
Solyc01g021700.2.1	1146	859.014	0	0
Solyc09g055550.3.1	1685	1398.01	74	2.15423
Solyc01g014537.1.1	654	369.517	23	2.53318
Solyc03g098750.3.1	1586	1299.01	157	4.91879
Solyc06g054230.3.1	1995	1708.01	0	0
Solyc09g010340.2.1	1272	985.014	0	0
Solyc06g043140.3.1	1035	748.014	2.00788	0.109245
Solyc03g034165.1.1	1203	916.014	20.8318	0.925546
Solyc01g012640.2.1	561	278.31	0	0
Solyc05g023660.2.1	1239	952.014	0	0
Solyc11g008140.2.1	1826	1539.01	328	8.67369
Solyc02g062930.3.1	1567	1280.01	211	6.70873
Solyc08g066400.2.1	953	666.149	0	0
Solyc10g036690.2.1	93	31.4296	0	0
Solyc09g011710.3.1	939	652.149	6160	384.42
Solyc12g096860.2.1	2683	2396.01	26	0.441628
Solyc02g063040.3.1	1276	989.014	231	9.50566
Solyc06g076840.2.1	2830	2543.01	0	0
Solyc01g056940.2.1	756	470.356	2339	202.384
Solyc06g054620.3.1	855	568.631	40	2.86287
Solyc01g056270.2.1	701	416.08	3	0.293438
Solyc01g020230.3.1	2531	2244.01	41	0.743585
Solyc01g014107.1.1	766	480.261	194	16.4398
Solyc06g052140.2.1	885	598.395	0	0
Solyc05g052990.3.1	658	373.517	191	20.8111
Solyc06g033810.2.1	609	324.933	0	0
Solyc01g009690.2.1	2586	2299.01	463.761	8.20966
Solyc02g078420.2.1	309	79.3362	0.614757	0.315358
Solyc07g041240.2.1	468	193	18	3.79567
Solyc12g038770.2.1	729	443.906	0	0
Solyc06g052080.3.1	2780	2493.01	846	13.8108
Solyc11g020740.2.1	90	33.2845	0	0
Solyc01g014180.3.1	976	689.014	3893	229.948
Solyc12g038350.2.1	872	585.573	6	0.417007
Solyc03g031650.3.1	738	452.861	150	13.4803
Solyc11g072410.2.1	2582	2295.01	479.822	8.50877
Solyc06g008100.3.1	663	378.517	13	1.39775
Solyc09g083445.1.1	618	333.867	18727.7	2282.89
Solyc06g064740.3.1	358	108.519	3	1.12509
Solyc02g062260.2.1	226	50.7262	0	0
Solyc11g006650.2.1	2753	2466.01	79	1.30378
Solyc10g008330.3.1	689	404.121	0	0
Solyc10g036640.2.1	240	53.6325	0	0
Solyc11g063580.2.1	291	70.4622	22	12.7069
Solyc01g111080.3.1	23222	22935	2072.69	3.67797
Solyc04g071540.3.1	3007	2720.01	448	6.70316
Solyc12g062470.2.1	485	207.944	0	0
Solyc06g050840.3.1	977	690.014	266	15.689
Solyc10g009530.3.1	1365	1078.01	20	0.755054
Solyc07g052480.3.1	3041	2754.01	8798	130.014
Solyc01g008410.2.1	2163	1876.01	2	0.0433877
Solyc11g072650.2.1	1699	1412.01	0	0
Solyc01g101080.2.1	666	381.479	4	0.426739
Solyc06g011490.3.1	1249	962.014	176	7.44567
Solyc09g020130.3.1	1655	1368.01	1758.45	52.3133
Solyc11g012600.2.1	1028	741.014	0	0
Solyc03g096645.1.1	4058	3771.01	487.978	5.26641
Solyc02g070420.2.1	1007	720.014	41	2.31748
Solyc01g090710.3.1	1946	1659.01	136	3.33627
Solyc05g013230.2.1	342	98.1044	0	0
Solyc11g028080.2.1	685	400.242	191	19.4215
Solyc03g032030.3.1	1722	1435.01	39	1.10607
Solyc06g053950.2.1	645	360.517	12	1.35465
Solyc12g009050.2.1	2268	1981.01	140	2.87616
Solyc09g015100.3.1	446	174.311	2	0.466957
Solyc08g061740.2.1	261	58.2107	0	0
Solyc07g008020.3.1	817	530.958	784	60.0936
Solyc07g005470.3.1	2223	1936.01	84	1.76581
Solyc12g042880.2.1	1074	787.014	16	0.82739
Solyc07g066275.1.1	1327	1040.01	646	25.2793
Solyc01g017410.2.1	501	222.06	0	0
Solyc02g014490.3.1	2997	2710.01	10	0.150176
Solyc07g014585.1.1	1067	780.014	0	0
Solyc08g059780.2.1	1452	1165.01	2	0.0698669
Solyc02g080590.3.1	821	534.852	488	37.1329
Solyc01g066580.2.1	135	36.9597	15	16.5171
Solyc02g089930.3.1	2658	2371.01	1836	31.5145
Solyc04g081560.3.1	2712	2425.01	14	0.234956
Solyc12g010740.2.1	949	662.149	158	9.71122
Solyc09g030420.3.1	357	107.764	1	0.377659
Solyc09g056430.3.1	1825	1538.01	9	0.238152
Solyc07g009280.3.1	518	237.45	0	0
Solyc07g032670.2.1	1243	956.014	9	0.383134
Solyc04g018000.2.1	1215	928.014	0	0
Solyc01g057490.3.1	442	170.991	9	2.14211
Solyc04g006990.3.1	1321	1034.01	30	1.18078
Solyc04g009900.3.1	1390	1103.01	2444	90.1764
Solyc02g021063.1.1	1655	1368.01	101.695	3.0254
Solyc04g072470.3.1	508	228.138	2	0.356783
Solyc06g082020.3.1	489	211.489	0	0
Solyc11g072800.2.1	4144	3857.01	2	0.0211033
Solyc08g080110.3.1	2880	2593.01	583	9.15032
Solyc08g074680.2.1	5534	5247.01	781	6.05775
Solyc00g005850.2.1	566	283.169	0	0
Solyc12g009745.1.1	2898	2611.01	40.8054	0.636035
Solyc10g008210.3.1	4197	3910.01	52	0.541249
Solyc06g072480.1.1	516	235.57	0	0
Solyc09g057715.1.1	519	238.45	0	0
Solyc05g015710.3.1	1126	839.014	596	28.9101
Solyc12g097070.2.1	1320	1033.01	107	4.21551
Solyc12g019340.1.1	183	43.7115	0	0
Solyc05g006260.1.1	183	43.7115	0	0
Solyc01g067380.3.1	1781	1494.01	519	14.1379
Solyc12g042120.2.1	508	228.138	60	10.7035
Solyc07g006800.1.1	1362	1075.01	0	0
Solyc09g009280.1.1	885	598.395	21	1.42825
Solyc06g005070.2.1	2155	1868.01	599	13.0503
Solyc11g066760.2.1	2304	2017.01	319	6.43657
Solyc06g071540.3.1	3375	3088.01	53	0.698504
Solyc09g065150.1.1	150	39.4584	0	0
Solyc10g081230.2.1	1185	898.014	22.3017	1.01071
Solyc01g106390.3.1	2020	1733.01	518	12.1647
Solyc09g007080.3.1	5868	5581.01	497.741	3.62963
Solyc11g066500.2.1	3576	3289.01	1958	24.2281
Solyc01g102637.1.1	282	66.3475	9	5.52065
Solyc03g060510.3.1	1738	1451.01	656	18.3994
Solyc11g066460.1.1	651	366.517	157	17.4332
Solyc06g082800.3.1	1406	1119.01	366	13.3112
Solyc01g105290.3.1	1594	1307.01	1930	60.0966
Solyc08g062965.1.1	528	246.98	0	0
Solyc03g058900.2.1	501	222.06	0	0
Solyc11g011542.1.1	477	200.854	60	12.1575
Solyc03g007860.1.1	558	275.477	193	28.5131
Solyc06g048620.3.1	4542	4255.01	322	3.07983
Solyc03g006490.3.1	1155	868.014	60	2.81318
Solyc11g017373.1.1	738	452.861	0	0
Solyc09g060100.3.1	5908	5621.01	1180.43	8.54669
Solyc03g006950.2.1	2238	1951.01	0	0
Solyc03g114300.3.1	2676	2389.01	354	6.03055
Solyc02g011755.1.1	321	85.6292	1	0.475281
Solyc11g010105.1.1	741	455.77	217	19.377
Solyc09g092080.3.1	862	575.631	116	8.20137
Solyc05g055160.3.1	2243	1956.01	35657	741.9
Solyc06g053780.3.1	2021	1734.01	211	4.95225
Solyc07g055920.3.1	1156	869.014	8	0.374659
Solyc02g062040.3.1	1448	1161.01	305	10.6914
Solyc05g046390.3.1	754	468.403	1573	136.672
Solyc09g042300.2.1	2512	2225.01	17	0.310949
Solyc03g044600.2.1	1206	919.014	19	0.841403
Solyc11g067270.1.1	1293	1006.01	0	0
Solyc09g083370.3.1	1089	802.014	230.079	11.6753
Solyc09g018235.1.1	789	503.061	0	0
Solyc03g115845.1.1	300	74.8885	27	14.6731
Solyc07g065280.3.1	693	408.121	940	93.737
Solyc10g018885.1.1	357	107.764	90	33.9893
Solyc10g051050.2.1	2773	2486.01	43	0.703943
Solyc03g007680.3.1	1191	904.014	417	18.773
Solyc03g115800.1.1	1281	994.014	1	0.040943
Solyc05g005910.3.1	1815	1528.01	0	0
Solyc07g032300.1.1	213	48.3135	0	0
Solyc01g091860.3.1	3645	3358.01	440.455	5.33816
Solyc12g098660.2.1	1485	1198.01	492	16.7138
Solyc04g057890.3.1	4289	4002.01	533.3	5.42332
Solyc06g008960.3.1	4420	4133.01	728	7.16864
Solyc02g030520.1.1	69	34.7	0	0
Solyc10g044967.1.1	720	434.995	0	0
Solyc07g026705.1.1	641	356.589	9	1.02718
Solyc07g039384.1.1	453	180.188	0	0
Solyc08g005440.3.1	3192	2905.01	494	6.92072
Solyc01g005610.3.1	1068	781.014	3	0.156327
Solyc04g050345.1.1	390	130.422	0	0
Solyc10g086290.2.1	1363	1076.01	0	0
Solyc12g035860.1.1	315	82.2302	6	2.96956
Solyc05g016473.1.1	3230	2943.01	0	0
Solyc02g088954.1.1	675	390.401	9.58203	0.998892
Solyc08g082330.3.1	484	206.987	50	9.83105
Solyc05g026050.3.1	1505	1218.01	490	16.3726
Solyc10g050630.1.1	315	82.2302	0	0
Solyc07g039540.1.1	246	54.2554	10	7.50118
Solyc01g096185.1.1	435	165.47	102	25.0873
Solyc07g021740.2.1	811	524.958	0	0
Solyc02g062375.1.1	3217	2930.01	1229	17.0708
Solyc12g009620.2.1	1820	1533.01	539	14.3092
Solyc05g012170.2.1	783	497.212	0	0
Solyc01g103803.1.1	699	414.08	0	0
Solyc12g087900.2.1	1377	1090.01	1	0.0373371
Solyc09g090660.3.1	2092	1805.01	1925.26	43.4092
Solyc02g081700.1.1	747	461.403	2257	199.078
Solyc08g079580.1.1	447	175.033	0	0
Solyc04g057880.3.1	6172	5885.01	696.7	4.81804
Solyc05g021090.3.1	1542	1255.01	59.2928	1.92277
Solyc06g082000.3.1	2271	1984.01	46	0.943595
Solyc11g045540.1.1	447	175.033	0	0
Solyc10g084360.1.1	165	41.727	0	0
Solyc03g062745.1.1	441	170.265	6.88886	1.64663
Solyc04g050550.2.1	2358	2071.01	314	6.17048
Solyc05g024454.1.1	521	240.353	0	0
Solyc09g016957.1.1	339	96.0855	0	0
Solyc09g060170.1.1	1035	748.014	0	0
Solyc05g055790.3.1	2662	2375.01	694	11.8923
Solyc01g096255.1.1	405	141.788	0	0
Solyc05g054170.3.1	4313	4026.01	723	7.30862
Solyc01g005730.3.1	3708	3421.01	504.04	5.99629
Solyc10g018355.1.1	780	494.212	0	0
Solyc08g076830.1.1	1026	739.014	75	4.1303
Solyc10g045040.1.1	225	50.3584	0	0
Solyc03g081203.1.1	183	43.7115	9	8.37952
Solyc02g085700.2.1	2892	2605.01	1025	16.0135
Solyc12g008580.2.1	2991	2704.01	113	1.70076
Solyc08g014290.1.1	1188	901.014	401	18.1128
Solyc01g102970.3.1	2799	2512.01	1293	20.9483
Solyc08g044540.1.1	225	50.3584	0	0
Solyc06g060270.3.1	3396	3109.01	35	0.458161
Solyc06g072570.3.1	1211	924.014	1013	44.6173
Solyc01g109070.2.1	616	331.867	81	9.93329
Solyc05g041900.1.1	285	67.8302	0	0
Solyc01g010050.3.1	1875	1588.01	1583.49	40.582
Solyc08g061450.2.1	1512	1225.01	32	1.06312
Solyc10g055740.2.1	1711	1424.01	144	4.11548
Solyc01g086900.3.1	3177	2890.01	403	5.67515
Solyc11g007120.2.1	1251	964.014	405	17.098
Solyc01g104448.1.1	516	235.57	20.2693	3.5018
Solyc01g060410.3.1	279	65.0801	0	0
Solyc02g080470.3.1	3187	2900.01	784	11.0024
Solyc08g045760.1.1	261	58.2107	0	0
Solyc11g008720.2.1	2785	2498.01	316	5.14831
Solyc05g051840.1.1	1134	847.014	520	24.9853
Solyc02g084550.3.1	1100	813.014	331	16.5692
Solyc04g017965.1.1	300	74.8885	0	0
Solyc07g045250.1.1	213	48.3135	368	309.993
Solyc02g092420.3.1	2392	2105.01	49	0.947357
Solyc10g055650.2.1	3037	2750.01	1235	18.277
Solyc07g007290.1.1	1572	1285.01	0	0
Solyc06g068930.2.1	1137	850.014	0	0
Solyc05g009050.3.1	4077	3790.01	402	4.31676
Solyc04g054730.3.1	2506	2219.01	561	10.289
Solyc03g034201.1.1	498	219.355	0	0
Solyc06g007165.1.1	2062	1775.01	1293	29.6462
Solyc03g013630.3.1	2749	2462.01	285	4.71115
Solyc03g112200.1.1	756	470.356	2496	215.968
Solyc02g083630.3.1	2225	1938.01	162.801	3.4188
Solyc02g092810.3.1	868	581.631	552	38.6246
Solyc10g082060.1.1	759	473.356	0	0
Solyc01g087570.2.1	548	265.859	86	13.165
Solyc09g063140.3.1	2272	1985.01	891.719	18.2826
Solyc01g060210.3.1	456	182.672	30	6.68376
Solyc02g069515.1.1	1210	923.014	83	3.65967
Solyc02g070210.3.1	1637	1350.01	174	5.24546
Solyc09g008950.1.1	828	541.852	0	0
Solyc03g116390.3.1	617	332.867	75	9.16986
Solyc06g071340.1.1	96	31.1867	4	5.21991
Solyc11g017470.2.1	1385	1098.01	925	34.2852
Solyc02g030630.1.1	921	634.149	0	0
Solyc08g083175.1.1	396	134.734	0	0
Solyc08g048250.3.1	1857	1570.01	528	13.6868
Solyc12g032937.1.1	345	99.9585	0	0
Solyc09g009190.3.1	2730	2443.01	7674	127.84
Solyc12g006870.2.1	1232	945.014	1465	63.0917
Solyc07g008350.3.1	1670	1383.01	524	15.4197
Solyc08g068640.3.1	5247	4960.01	39.6967	0.32572
Solyc02g021520.1.1	279	65.0801	0	0
Solyc09g007250.3.1	1648	1361.01	3801	113.66
Solyc12g087870.2.1	1737	1450.01	136	3.81715
Solyc03g058213.1.1	309	79.3362	6	3.07788
Solyc02g079280.3.1	1274	987.014	107	4.41197
Solyc08g008630.3.1	1303	1016.01	5188	207.813
Solyc06g005310.3.1	1358	1071.01	182	6.9159
Solyc12g049120.2.1	1332	1045.01	0	0
Solyc09g072940.2.1	858	571.631	0	0
Solyc08g075540.3.1	2634	2347.01	1342	23.2707
Solyc09g091510.3.1	1452	1165.01	1148	40.1036
Solyc04g016177.1.1	1251	964.014	52	2.19529
Solyc03g120050.3.1	1594	1307.01	164.517	5.12275
Solyc05g018453.1.1	867	580.631	0	0
Solyc07g065320.3.1	4946	4659.01	2195	19.174
Solyc05g013560.3.1	448	175.959	166	38.3946
Solyc01g108380.2.1	1059	772.014	0	0
Solyc06g035943.1.1	780	494.212	1	0.0823492
Solyc08g006251.1.1	678	393.401	0	0
Solyc05g025810.3.1	1306	1019.01	1220	48.725
Solyc03g115350.2.1	507	227.394	0	0
Solyc12g011190.2.1	1418	1131.01	117	4.21008
Solyc11g071423.1.1	2259	1972.01	140.966	2.90922
Solyc10g045555.1.1	393	132.711	0	0
Solyc08g080585.1.1	714	429.038	0	0
Solyc02g005115.1.1	550	267.778	10.5317	1.60065
Solyc02g086660.3.1	3546	3259.01	661.745	8.26375
Solyc04g070987.1.1	535	253.675	124.127	19.914
Solyc03g096193.1.1	399	137.01	0	0
Solyc10g074520.2.1	1668	1381.01	50	1.47348
Solyc02g065360.3.1	2862	2575.01	427	6.74871
Solyc01g020570.2.1	1065	778.014	0	0
Solyc02g076790.3.1	1037	750.014	450	24.4183
Solyc03g080115.1.1	945	658.149	0	0
Solyc03g005470.3.1	839	552.742	913	67.2234
Solyc05g047540.3.1	4664	4377.01	1253.9	11.6589
Solyc11g020471.1.1	882	595.455	0	0
Solyc05g005770.3.1	1621	1334.01	330	10.0676
Solyc03g044420.2.1	1271	984.014	21	0.868542
Solyc06g072135.1.1	1409	1122.01	107	3.88113
Solyc04g054760.3.1	876	589.514	232	16.0165
Solyc05g014177.1.1	448	175.959	0	0
Solyc03g111705.1.1	792	506.061	0	0
Solyc07g015850.1.1	507	227.394	0	0
Solyc03g063290.3.1	850	563.631	388.957	28.0853
Solyc09g020190.3.1	2061	1774.01	1785	40.95
Solyc11g008340.2.1	3580	3293.01	1464	18.0934
Solyc12g019777.1.1	477	200.854	0	0
Solyc09g082740.1.1	288	68.9526	0	0
Solyc03g051820.1.1	411	146.228	0	0
Solyc01g108820.1.1	768	482.261	0	0
Solyc09g008917.1.1	192	45.2044	0	0
Solyc11g072320.2.1	4765	4478.01	2597	23.6025
Solyc03g112770.3.1	871	584.573	562	39.1264
Solyc04g054430.2.1	1054	767.014	199	10.559
Solyc10g052660.2.1	600	316.061	914.576	117.767
Solyc04g083160.2.1	2894	2607.01	35	0.546383
Solyc02g088510.3.1	1452	1165.01	108	3.77281
Solyc02g086920.2.1	2778	2491.01	0	0
Solyc04g039830.2.1	636	351.66	4	0.462923
Solyc08g062387.1.1	405	141.788	6	1.72221
Solyc03g117720.3.1	1465	1178.01	14	0.483671
Solyc04g074165.1.1	420	153.311	68	18.0513
Solyc07g063080.3.1	2851	2564.01	28	0.444437
Solyc11g062195.1.1	489	211.489	3	0.577307
Solyc07g062020.2.1	849	562.631	0	0
Solyc04g050823.1.1	585	301.464	0	0
Solyc01g108080.3.1	384	126.188	1	0.32252
Solyc08g066460.2.1	935	648.149	0	0
Solyc08g006000.3.1	1005	718.014	936	53.0537
Solyc03g007825.1.1	885	598.395	69.6938	4.74
Solyc03g031655.1.1	882	595.455	0	0
Solyc09g066400.2.1	1555	1268.01	0	0
Solyc01g091800.3.1	1494	1207.01	959	32.3354
Solyc06g054690.3.1	2403	2116.01	606	11.6554
Solyc12g056673.1.1	810	523.958	0	0
Solyc09g065250.2.1	962	675.082	0	0
Solyc04g049485.1.1	625	340.833	0	0
Solyc09g084460.3.1	645	360.517	455.076	51.3725
Solyc02g067925.1.1	7689	7402.01	409.798	2.25316
Solyc12g006750.1.1	252	55.8261	0	0
Solyc03g122240.3.1	3244	2957.01	359	4.94098
Solyc01g109550.2.1	978	691.014	78	4.59389
Solyc06g007920.2.1	490	212.467	0	0
Solyc01g109780.3.1	2980	2693.01	794.321	12.0041
Solyc06g008460.2.1	390	130.422	0	0
Solyc06g011460.1.1	600	316.061	0	0
Solyc01g081630.3.1	2503	2216.01	0	0
Solyc09g011040.1.1	1290	1003.01	92	3.73296
Solyc01g080080.3.1	1806	1519.01	564	15.1109
Solyc10g081420.2.1	6066	5779.01	506.789	3.56899
Solyc06g005780.1.1	357	107.764	42	15.8617
Solyc01g094080.3.1	2132	1845.01	753.202	16.6144
Solyc06g069570.3.1	1494	1207.01	884.764	29.8324
Solyc01g104590.3.1	2202	1915.01	5495	116.78
Solyc02g067510.3.1	922	635.149	0	0
Solyc12g062920.2.1	195	45.7554	0	0
Solyc12g007050.1.1	198	46.0032	76	67.2354
Solyc03g026413.1.1	183	43.7115	0	0
Solyc09g064220.2.1	438	167.808	0	0
Solyc12g038970.2.1	2016	1729.01	473	11.1336
Solyc07g032745.1.1	1125	838.014	25	1.21412
Solyc02g078430.3.1	795	509.061	0	0
Solyc10g054040.2.1	1864	1577.01	7	0.180649
Solyc03g121770.2.1	2064	1777.01	1	0.0229024
Solyc09g072870.3.1	1463	1176.01	1959.42	67.8089
Solyc03g063690.1.1	1791	1504.01	40	1.08238
Solyc11g067200.2.1	4337	4050.01	576	5.78813
Solyc09g055900.3.1	1694	1407.01	194	5.61146
Solyc01g105230.3.1	7135	6848.01	1068.39	6.34947
Solyc03g120475.1.1	919	632.149	3968	255.461
Solyc08g007950.3.1	3366	3079.01	1547	20.448
Solyc06g050185.1.1	204	47.0713	0	0
Solyc04g016060.1.1	846	559.687	31	2.25418
Solyc02g062170.3.1	1014	727.014	6.95697	0.389449
Solyc08g076500.3.1	207	47.4861	0	0
Solyc08g066190.2.1	2450	2163.01	1	0.0188154
Solyc09g007320.3.1	2220	1933.01	719.972	15.1584
Solyc05g012550.3.1	1211	924.014	55.117	2.42761
Solyc06g073033.1.1	438	167.808	0	0
Solyc02g090135.1.1	2374	2087.01	341	6.64969
Solyc06g051060.3.1	1647	1360.01	43	1.28676
Solyc03g007500.3.1	2046	1759.01	270.082	6.24883
Solyc07g042093.1.1	654	369.517	0	0
Solyc06g076130.3.1	5236	4949.01	417	3.42918
Solyc06g076910.2.1	6763	6476.01	75.8014	0.476367
Solyc12g013870.2.1	1226	939.014	617	26.7415
Solyc02g081570.3.1	2085	1798.01	3.18105	0.072003
Solyc07g005740.1.1	1431	1144.01	22	0.782643
Solyc02g086850.2.1	2888	2601.01	0	0
Solyc11g011130.2.1	1870	1583.01	2834	72.8597
Solyc03g118660.3.1	1672	1385.01	385	11.313
Solyc05g009890.1.1	1362	1075.01	196	7.42018
Solyc02g030220.1.1	1017	730.014	6	0.334497
Solyc02g069547.1.1	744	458.449	0	0
Solyc09g008940.3.1	1682	1395.01	272	7.93529
Solyc05g006323.1.1	1341	1054.01	406	15.6766
Solyc01g100590.3.1	1474	1187.01	1225	42.0003
Solyc11g068810.2.1	709	424.038	346	33.2081
Solyc10g047480.1.1	1443	1156.01	0	0
