target_id	length	eff_length	est_counts	tpm
Solyc12g039000.2.1	716	426.81	0	0
Solyc04g072750.2.1	239	55.3048	0	0
Solyc04g080560.2.1	417	149.716	0	0
Solyc06g007110.3.1	3157	2866.18	1225	17.4657
Solyc03g005480.3.1	1679	1388.18	6	0.176628
Solyc07g062550.3.1	2545	2254.18	173	3.13626
Solyc05g005210.3.1	1678	1387.18	411	12.1077
Solyc08g016440.3.1	989	698.18	203	11.8818
Solyc01g049640.2.1	399	136.143	0	0
Solyc08g028915.1.1	360	109.946	1	0.371685
Solyc09g083240.3.1	647	358.431	110	12.5413
Solyc09g056410.2.1	678	389.135	6	0.630093
Solyc03g059050.2.1	1051	760.18	142	7.63355
Solyc04g054660.2.1	555	269.328	0	0
Solyc10g080940.2.1	2583	2292.18	1877	33.4634
Solyc04g005680.3.1	1979	1688.18	3315	80.2452
Solyc05g051290.3.1	1387	1096.18	92	3.42973
Solyc04g050440.3.1	1797	1506.18	144	3.90697
Solyc01g059853.1.1	516	233.367	50	8.75558
Solyc03g078580.3.1	543	257.969	570	90.2945
Solyc01g106930.3.1	562	275.997	0	0
Solyc07g005590.3.1	4253	3962.18	2481.83	25.5971
Solyc06g007680.2.1	2063	1772.18	703	16.2107
Solyc01g089960.3.1	1197	906.18	23	1.03721
Solyc03g006120.3.1	1661	1370.18	0	0
Solyc07g054000.3.1	701	411.936	3	0.297608
Solyc02g032360.3.1	521	237.861	15	2.57705
Solyc02g089140.2.1	447	173.57	0	0
Solyc03g062910.3.1	5017	4726.18	227.724	1.96903
Solyc08g014020.3.1	624	335.85	322	39.1801
Solyc06g043113.1.1	1455	1164.18	0	0
Solyc01g150007.1.1	444	171.368	96	22.8926
Solyc09g031543.1.1	4368	4077.18	715	7.16639
Solyc08g067670.3.1	656	367.212	503.443	56.0257
Solyc10g084180.2.1	3498	3207.18	1960	24.9739
Solyc07g041510.2.1	3769	3478.18	1462	17.1771
Solyc03g118770.3.1	1385	1094.18	12	0.448174
Solyc07g024015.1.1	8967	8676.18	1	0.00471005
Solyc07g009360.2.1	363	111.819	89	32.5258
Solyc03g082950.3.1	878	587.429	0	0
Solyc11g022440.2.1	258	60.9681	0	0
Solyc03g019970.3.1	1779	1488.18	0	0
Solyc01g006790.2.1	731	441.636	400	37.0126
Solyc05g018220.2.1	558	272.163	2	0.3003
Solyc01g107220.2.1	1167	876.18	0	0
Solyc05g051340.2.1	2629	2338.18	307	5.36556
Solyc09g075840.3.1	328	91.3901	0	0
Solyc03g058370.2.1	1017	726.18	0	0
Solyc05g007250.3.1	1074	783.18	1498.7	78.2002
Solyc04g048980.3.1	553	267.491	0	0
Solyc01g011091.1.1	8096	7805.18	458.79	2.40207
Solyc04g051680.3.1	2052	1761.18	245.599	5.69872
Solyc04g082200.2.1	1157	866.18	1989	93.8385
Solyc11g044632.1.1	686	396.977	0	0
Solyc06g007430.2.1	2112	1821.18	1023	22.955
Solyc08g036560.2.1	741	451.457	199	18.0132
Solyc01g090340.2.1	988	697.18	2351	137.804
Solyc08g076720.3.1	4114	3823.18	859	9.18169
Solyc02g068930.3.1	1005	714.18	267	15.2777
Solyc01g095170.2.1	922	631.248	148	9.58112
Solyc07g018400.3.1	174	42.5145	19	18.2629
Solyc07g006300.3.1	2508	2217.18	1004	18.5049
Solyc09g072910.2.1	1314	1023.18	0	0
Solyc08g075320.3.1	2532	2241.18	2	0.0364676
Solyc03g044273.1.1	5441	5150.18	321.504	2.55105
Solyc09g005730.3.1	735	445.547	723	66.313
Solyc04g079830.2.1	2469	2178.18	1985	37.241
Solyc07g041820.2.1	3138	2847.18	0	0
Solyc01g044510.2.1	547	261.706	0	0
Solyc03g071853.1.1	894	603.309	0	0
Solyc01g095070.3.1	869	578.429	295	20.8414
Solyc06g007890.3.1	568	281.686	4	0.580295
Solyc09g055610.2.1	105	26.4533	0	0
Solyc04g009590.3.1	568	281.686	0	0
Solyc02g077240.3.1	2165	1874.18	22	0.479696
Solyc03g083100.3.1	1862	1571.18	1783	46.3746
Solyc08g006645.1.1	406	141.166	9.29368	2.69038
Solyc04g007825.1.1	1329	1038.18	99	3.89688
Solyc03g044060.3.1	3067	2776.18	219	3.22367
Solyc06g008980.3.1	1496	1205.18	19	0.644252
Solyc10g050757.1.1	1464	1173.18	0	0
Solyc01g094710.2.1	359	109.31	0	0
Solyc05g017830.2.1	232	53.6627	0	0
Solyc11g027940.2.1	462	185.836	0	0
Solyc03g034130.3.1	840	549.767	0	0
Solyc04g011990.2.1	3364	3073.18	5	0.0664869
Solyc07g017560.3.1	2822	2531.18	0	0
Solyc01g005380.2.1	1818	1527.18	353.665	9.4636
Solyc12g005820.2.1	826	535.821	1	0.0762666
Solyc03g116170.3.1	1234	943.18	173	7.49559
Solyc04g016010.3.1	2019	1728.18	88	2.08088
Solyc12g098590.2.1	2992	2701.18	3012	45.5676
Solyc03g082575.1.1	2097	1806.18	52.3169	1.18368
Solyc09g020070.2.1	1401	1110.18	0	0
Solyc07g017330.2.1	730	440.636	0	0
Solyc01g021700.2.1	1146	855.18	0	0
Solyc09g055550.3.1	1685	1394.18	75	2.19835
Solyc01g014537.1.1	654	365.322	29	3.24396
Solyc03g098750.3.1	1586	1295.18	137	4.3226
Solyc06g054230.3.1	1995	1704.18	0	0
Solyc09g010340.2.1	1272	981.18	0	0
Solyc06g043140.3.1	1035	744.18	0	0
Solyc03g034165.1.1	1203	912.18	34.6726	1.55332
Solyc01g012640.2.1	561	274.997	0	0
Solyc05g023660.2.1	1239	948.18	0	0
Solyc11g008140.2.1	1826	1535.18	371	9.87572
Solyc02g062930.3.1	1567	1276.18	244	7.81326
Solyc08g066400.2.1	953	662.248	0	0
Solyc10g036690.2.1	93	26.0147	1	1.57085
Solyc09g011710.3.1	939	648.248	5751	362.541
Solyc12g096860.2.1	2683	2392.18	37	0.632066
Solyc02g063040.3.1	1276	985.18	243	10.0796
Solyc06g076840.2.1	2830	2539.18	0	0
Solyc01g056940.2.1	756	466.319	2021	177.108
Solyc06g054620.3.1	855	564.656	51	3.69097
Solyc01g056270.2.1	701	411.936	6	0.595217
Solyc01g020230.3.1	2531	2240.18	52	0.948582
Solyc01g014107.1.1	766	476.226	191	16.3898
Solyc06g052140.2.1	885	594.429	1	0.0687471
Solyc05g052990.3.1	658	369.212	175	19.3694
Solyc06g033810.2.1	609	321.081	0	0
Solyc01g009690.2.1	2586	2295.18	457.434	8.14453
Solyc02g078420.2.1	309	81.9118	0	0
Solyc07g041240.2.1	468	190.842	21	4.49675
Solyc12g038770.2.1	729	439.68	0	0
Solyc06g052080.3.1	2780	2489.18	863	14.168
Solyc11g020740.2.1	90	26.4622	0	0
Solyc01g014180.3.1	976	685.18	3716	221.628
Solyc12g038350.2.1	872	581.429	2	0.140568
Solyc03g031650.3.1	738	448.547	133	12.1171
Solyc11g072410.2.1	2582	2291.18	446.923	7.97128
Solyc06g008100.3.1	663	374.212	16	1.74726
Solyc09g083445.1.1	618	329.984	8252.03	1021.93
Solyc06g064740.3.1	358	108.59	4.0963	1.54155
Solyc02g062260.2.1	226	52.6968	0	0
Solyc11g006650.2.1	2753	2462.18	48	0.796665
Solyc10g008330.3.1	689	399.977	0	0
Solyc10g036640.2.1	240	55.6414	0	0
Solyc11g063580.2.1	291	73.424	20	11.1313
Solyc01g111080.3.1	23222	22931.2	2245.37	4.00143
Solyc04g071540.3.1	3007	2716.18	454	6.83049
Solyc12g062470.2.1	485	205.442	2	0.397828
Solyc06g050840.3.1	977	686.18	245	14.5909
Solyc10g009530.3.1	1365	1074.18	17.1682	0.653133
Solyc07g052480.3.1	3041	2750.18	11617	172.618
Solyc01g008410.2.1	2163	1872.18	0	0
Solyc11g072650.2.1	1699	1408.18	0	0
Solyc01g101080.2.1	666	377.212	0	0
Solyc06g011490.3.1	1249	958.18	263	11.2166
Solyc09g020130.3.1	1655	1364.18	1650.59	49.4449
Solyc11g012600.2.1	1028	737.18	0	0
Solyc03g096645.1.1	4058	3767.18	335.685	3.64142
Solyc02g070420.2.1	1007	716.18	27	1.54062
Solyc01g090710.3.1	1946	1655.18	133	3.28368
Solyc05g013230.2.1	342	99.0654	0	0
Solyc11g028080.2.1	685	396.017	174	17.9552
Solyc03g032030.3.1	1722	1431.18	48	1.37057
Solyc06g053950.2.1	645	356.467	10	1.1464
Solyc12g009050.2.1	2268	1977.18	166.555	3.44244
Solyc09g015100.3.1	446	172.793	0	0
Solyc08g061740.2.1	261	61.8822	0	0
Solyc07g008020.3.1	817	526.874	791	61.3513
Solyc07g005470.3.1	2223	1932.18	145	3.06672
Solyc12g042880.2.1	1074	783.18	12	0.626144
Solyc07g066275.1.1	1327	1036.18	659	25.9899
Solyc01g017410.2.1	501	219.946	0	0
Solyc02g014490.3.1	2997	2706.18	10	0.151007
Solyc07g014585.1.1	1067	776.18	0	0
Solyc08g059780.2.1	1452	1161.18	10	0.351929
Solyc02g080590.3.1	821	530.821	534	41.11
Solyc01g066580.2.1	135	33.0445	24	29.6801
Solyc02g089930.3.1	2658	2367.18	1485	25.636
Solyc04g081560.3.1	2712	2421.18	10	0.168782
Solyc12g010740.2.1	949	658.248	135	8.38105
Solyc09g030420.3.1	357	107.868	4	1.51538
Solyc09g056430.3.1	1825	1534.18	15	0.399548
Solyc07g009280.3.1	518	235.151	0	0
Solyc07g032670.2.1	1243	952.18	26	1.11586
Solyc04g018000.2.1	1215	924.18	0	0
Solyc01g057490.3.1	442	169.736	3	0.722274
Solyc04g006990.3.1	1321	1030.18	37	1.46772
Solyc04g009900.3.1	1390	1099.18	2583.86	96.0625
Solyc02g021063.1.1	1655	1364.18	125.369	3.75553
Solyc04g072470.3.1	508	225.979	1	0.180836
Solyc06g082020.3.1	489	209.055	0	0
Solyc11g072800.2.1	4144	3853.18	10	0.106056
Solyc08g080110.3.1	2880	2589.18	744	11.7426
Solyc08g074680.2.1	5534	5243.18	429	3.34362
Solyc00g005850.2.1	566	279.885	0	0
Solyc12g009745.1.1	2898	2607.18	34.6669	0.543373
Solyc10g008210.3.1	4197	3906.18	36	0.376621
Solyc06g072480.1.1	516	233.367	0	0
Solyc09g057715.1.1	519	236.055	0	0
Solyc05g015710.3.1	1126	835.18	630	30.8258
Solyc12g097070.2.1	1320	1029.18	101	4.01037
Solyc12g019340.1.1	183	45.1739	0	0
Solyc05g006260.1.1	183	45.1739	0	0
Solyc01g067380.3.1	1781	1490.18	687	18.8396
Solyc12g042120.2.1	508	225.979	70	12.6586
Solyc07g006800.1.1	1362	1071.18	0	0
Solyc09g009280.1.1	885	594.429	30	2.06241
Solyc06g005070.2.1	2155	1864.18	1013	22.2063
Solyc11g066760.2.1	2304	2013.18	331	6.71892
Solyc06g071540.3.1	3375	3084.18	83	1.09975
Solyc09g065150.1.1	150	38.6537	0	0
Solyc10g081230.2.1	1185	894.18	39.2568	1.79409
Solyc01g106390.3.1	2020	1729.18	545	12.8798
Solyc09g007080.3.1	5868	5577.18	642.389	4.70693
Solyc11g066500.2.1	3576	3285.18	1820	22.6395
Solyc01g102637.1.1	282	69.7113	19	11.1379
Solyc03g060510.3.1	1738	1447.18	852	24.0587
Solyc11g066460.1.1	651	362.359	132	14.8864
Solyc06g082800.3.1	1406	1115.18	375	13.7417
Solyc01g105290.3.1	1594	1303.18	2463	77.235
Solyc08g062965.1.1	528	244.244	0	0
Solyc03g058900.2.1	501	219.946	0	0
Solyc11g011542.1.1	477	198.517	71	14.6156
Solyc03g007860.1.1	558	272.163	192	28.8288
Solyc06g048620.3.1	4542	4251.18	301	2.89342
Solyc03g006490.3.1	1155	864.18	65	3.07371
Solyc11g017373.1.1	738	448.547	0	0
Solyc09g060100.3.1	5908	5617.18	1393.26	10.136
Solyc03g006950.2.1	2238	1947.18	0	0
Solyc03g114300.3.1	2676	2385.18	376	6.442
Solyc02g011755.1.1	321	87.925	0	0
Solyc11g010105.1.1	741	451.457	320	28.9659
Solyc09g092080.3.1	862	571.429	59	4.21934
Solyc05g055160.3.1	2243	1952.18	37269	780.157
Solyc06g053780.3.1	2021	1730.18	224	5.29067
Solyc07g055920.3.1	1156	865.18	1	0.0472333
Solyc02g062040.3.1	1448	1157.18	203	7.16885
Solyc05g046390.3.1	754	464.366	1501	132.092
Solyc09g042300.2.1	2512	2221.18	28	0.515144
Solyc03g044600.2.1	1206	915.18	9	0.401874
Solyc11g067270.1.1	1293	1002.18	0	0
Solyc09g083370.3.1	1089	798.18	212.453	10.8772
Solyc09g018235.1.1	789	499.129	0	0
Solyc03g115845.1.1	300	77.6102	33	17.376
Solyc07g065280.3.1	693	403.977	866	87.6022
Solyc10g018885.1.1	357	107.868	116	43.9461
Solyc10g051050.2.1	2773	2482.18	49	0.806709
Solyc03g007680.3.1	1191	900.18	369	16.7514
Solyc03g115800.1.1	1281	990.18	0	0
Solyc05g005910.3.1	1815	1524.18	1	0.0268113
Solyc07g032300.1.1	213	49.7725	0	0
Solyc01g091860.3.1	3645	3354.18	461.597	5.62382
Solyc12g098660.2.1	1485	1194.18	684	23.4067
Solyc04g057890.3.1	4289	3998.18	515.298	5.26684
Solyc06g008960.3.1	4420	4129.18	753	7.45222
Solyc02g030520.1.1	69	35.4565	0	0
Solyc10g044967.1.1	720	430.724	0	0
Solyc07g026705.1.1	641	352.609	19	2.20198
Solyc07g039384.1.1	453	178.387	0	0
Solyc08g005440.3.1	3192	2901.18	315	4.43701
Solyc01g005610.3.1	1068	777.18	0	0
Solyc04g050345.1.1	390	129.655	0	0
Solyc10g086290.2.1	1363	1072.18	0	0
Solyc12g035860.1.1	315	84.851	6	2.88967
Solyc05g016473.1.1	3230	2939.18	0	0
Solyc02g088954.1.1	675	386.135	16.8299	1.78113
Solyc08g082330.3.1	484	204.548	49	9.78936
Solyc05g026050.3.1	1505	1214.18	404	13.5973
Solyc10g050630.1.1	315	84.851	0	0
Solyc07g039540.1.1	246	57.1612	5	3.57456
Solyc01g096185.1.1	435	163.931	115	28.6675
Solyc07g021740.2.1	811	520.874	0	0
Solyc02g062375.1.1	3217	2926.18	1178	16.4512
Solyc12g009620.2.1	1820	1529.18	490	13.0946
Solyc05g012170.2.1	783	493.129	0	0
Solyc01g103803.1.1	699	409.936	0	0
Solyc12g087900.2.1	1377	1086.18	0	0
Solyc09g090660.3.1	2092	1801.18	1787.43	40.5534
Solyc02g081700.1.1	747	457.457	2037	181.968
Solyc08g079580.1.1	447	173.57	0	0
Solyc04g057880.3.1	6172	5881.18	706.702	4.9105
Solyc05g021090.3.1	1542	1251.18	65.2501	2.13116
Solyc06g082000.3.1	2271	1980.18	19	0.392106
Solyc11g045540.1.1	447	173.57	0	0
Solyc10g084360.1.1	165	40.433	0	0
Solyc03g062745.1.1	441	168.882	2.21659	0.536358
Solyc04g050550.2.1	2358	2067.18	371	7.33415
Solyc05g024454.1.1	521	237.861	0	0
Solyc09g016957.1.1	339	97.2536	0	0
Solyc09g060170.1.1	1035	744.18	0	0
Solyc05g055790.3.1	2662	2371.18	739	12.736
Solyc01g096255.1.1	405	140.485	0	0
Solyc05g054170.3.1	4313	4022.18	921	9.35734
Solyc01g005730.3.1	3708	3417.18	405.255	4.84635
Solyc10g018355.1.1	780	490.129	0	0
Solyc08g076830.1.1	1026	735.18	59	3.27954
Solyc10g045040.1.1	225	52.741	3	2.32449
Solyc03g081203.1.1	183	45.1739	15	13.5693
Solyc02g085700.2.1	2892	2601.18	1118	17.5641
Solyc12g008580.2.1	2991	2700.18	126	1.90692
Solyc08g014290.1.1	1188	897.18	389	17.7184
Solyc01g102970.3.1	2799	2508.18	1083	17.6451
Solyc08g044540.1.1	225	52.741	0	0
Solyc06g060270.3.1	3396	3105.18	63	0.829102
Solyc06g072570.3.1	1211	920.18	828	36.7716
Solyc01g109070.2.1	616	327.984	112	13.9547
Solyc05g041900.1.1	285	70.8688	0	0
Solyc01g010050.3.1	1875	1584.18	1492.11	38.4901
Solyc08g061450.2.1	1512	1221.18	28	0.936985
Solyc10g055740.2.1	1711	1420.18	118	3.39542
Solyc01g086900.3.1	3177	2886.18	454	6.42816
Solyc11g007120.2.1	1251	960.18	355	15.1088
Solyc01g104448.1.1	516	233.367	12.2483	2.14481
Solyc01g060410.3.1	279	68.287	2	1.19687
Solyc02g080470.3.1	3187	2896.18	757	10.6813
Solyc08g045760.1.1	261	61.8822	0	0
Solyc11g008720.2.1	2785	2494.18	264	4.32544
Solyc05g051840.1.1	1134	843.18	427	20.6948
Solyc02g084550.3.1	1100	809.18	395	19.9483
Solyc04g017965.1.1	300	77.6102	0	0
Solyc07g045250.1.1	213	49.7725	375	307.891
Solyc02g092420.3.1	2392	2101.18	43	0.836295
Solyc10g055650.2.1	3037	2746.18	1432	21.3093
Solyc07g007290.1.1	1572	1281.18	1	0.0318966
Solyc06g068930.2.1	1137	846.18	1	0.0482938
Solyc05g009050.3.1	4077	3786.18	385	4.15541
Solyc04g054730.3.1	2506	2215.18	175	3.22837
Solyc03g034201.1.1	498	217.171	0	0
Solyc06g007165.1.1	2062	1771.18	1997	46.0755
Solyc03g013630.3.1	2749	2458.18	254	4.22255
Solyc03g112200.1.1	756	466.319	1917	167.994
Solyc02g083630.3.1	2225	1934.18	123.8	2.61563
Solyc02g092810.3.1	868	577.429	520	36.801
Solyc10g082060.1.1	759	469.226	2	0.174182
Solyc01g087570.2.1	548	262.706	100	15.5555
Solyc09g063140.3.1	2272	1981.18	1030.67	21.2593
Solyc01g060210.3.1	456	180.966	22	4.96798
Solyc02g069515.1.1	1210	919.18	81	3.60113
Solyc02g070210.3.1	1637	1346.18	155	4.70525
Solyc09g008950.1.1	828	537.821	0	0
Solyc03g116390.3.1	617	328.984	64	7.94987
Solyc06g071340.1.1	96	26.46	2	3.08883
Solyc11g017470.2.1	1385	1094.18	1141	42.6139
Solyc02g030630.1.1	921	630.248	0	0
Solyc08g083175.1.1	396	133.953	0	0
Solyc08g048250.3.1	1857	1566.18	528	13.7767
Solyc12g032937.1.1	345	100.911	0	0
Solyc09g009190.3.1	2730	2439.18	9332	156.345
Solyc12g006870.2.1	1232	941.18	1366	59.3106
Solyc07g008350.3.1	1670	1379.18	552	16.3558
Solyc08g068640.3.1	5247	4956.18	91.3128	0.752903
Solyc02g021520.1.1	279	68.287	0	0
Solyc09g007250.3.1	1648	1357.18	3282	98.8224
Solyc12g087870.2.1	1737	1446.18	121	3.41914
Solyc03g058213.1.1	309	81.9118	9	4.49004
Solyc02g079280.3.1	1274	983.18	102	4.23957
Solyc08g008630.3.1	1303	1012.18	5972	241.111
Solyc06g005310.3.1	1358	1067.18	132	5.05464
Solyc12g049120.2.1	1332	1041.18	0	0
Solyc09g072940.2.1	858	567.429	0	0
Solyc08g075540.3.1	2634	2343.18	1700	29.6481
Solyc09g091510.3.1	1452	1161.18	905	31.8496
Solyc04g016177.1.1	1251	960.18	67	2.85152
Solyc03g120050.3.1	1594	1303.18	167.129	5.24086
Solyc05g018453.1.1	867	576.429	0	0
Solyc07g065320.3.1	4946	4655.18	2530	22.2095
Solyc05g013560.3.1	448	174.253	197	46.1997
Solyc01g108380.2.1	1059	768.18	0	0
Solyc06g035943.1.1	780	490.129	0	0
Solyc08g006251.1.1	678	389.135	0	0
Solyc05g025810.3.1	1306	1015.18	1519	61.1461
Solyc03g115350.2.1	507	225.327	0	0
Solyc12g011190.2.1	1418	1127.18	104	3.77046
Solyc11g071423.1.1	2259	1968.18	136.467	2.83345
Solyc10g045555.1.1	393	131.908	0	0
Solyc08g080585.1.1	714	424.853	0	0
Solyc02g005115.1.1	550	264.599	11.9926	1.85216
Solyc02g086660.3.1	3546	3255.18	689.523	8.65621
Solyc04g070987.1.1	535	250.665	116.44	18.9828
Solyc03g096193.1.1	399	136.143	0	0
Solyc10g074520.2.1	1668	1377.18	32	0.949541
Solyc02g065360.3.1	2862	2571.18	532	8.45539
Solyc01g020570.2.1	1065	774.18	0	0
Solyc02g076790.3.1	1037	746.18	435	23.8232
Solyc03g080115.1.1	945	654.248	0	0
Solyc03g005470.3.1	839	548.767	737	54.8825
Solyc05g047540.3.1	4664	4373.18	1825.63	17.0596
Solyc11g020471.1.1	882	591.429	0	0
Solyc05g005770.3.1	1621	1330.18	351	10.7833
Solyc03g044420.2.1	1271	980.18	42	1.75105
Solyc06g072135.1.1	1409	1118.18	144	5.26266
Solyc04g054760.3.1	876	585.429	224	15.6361
Solyc05g014177.1.1	448	174.253	3	0.703549
Solyc03g111705.1.1	792	502.129	0	0
Solyc07g015850.1.1	507	225.327	0	0
Solyc03g063290.3.1	850	559.656	359.652	26.2613
Solyc09g020190.3.1	2061	1770.18	2114	48.8025
Solyc11g008340.2.1	3580	3289.18	1496	18.5865
Solyc12g019777.1.1	477	198.517	0	0
Solyc09g082740.1.1	288	72.1197	0	0
Solyc03g051820.1.1	411	145.085	0	0
Solyc01g108820.1.1	768	478.226	0	0
Solyc09g008917.1.1	192	46.6333	0	0
Solyc11g072320.2.1	4765	4474.18	2614	23.8752
Solyc03g112770.3.1	871	580.429	515	36.2587
Solyc04g054430.2.1	1054	763.18	193	10.3344
Solyc10g052660.2.1	600	312.523	780.189	102.017
Solyc04g083160.2.1	2894	2603.18	21	0.329662
Solyc02g088510.3.1	1452	1161.18	122	4.29353
Solyc02g086920.2.1	2778	2487.18	0	0
Solyc04g039830.2.1	636	347.609	3	0.352683
Solyc08g062387.1.1	405	140.485	8	2.32709
Solyc03g117720.3.1	1465	1174.18	22	0.765671
Solyc04g074165.1.1	420	152.229	53	14.2276
Solyc07g063080.3.1	2851	2560.18	33	0.526742
Solyc11g062195.1.1	489	209.055	17	3.32309
Solyc07g062020.2.1	849	558.656	0	0
Solyc04g050823.1.1	585	297.985	0	0
Solyc01g108080.3.1	384	125.599	0	0
Solyc08g066460.2.1	935	644.248	0	0
Solyc08g006000.3.1	1005	714.18	919	52.585
Solyc03g007825.1.1	885	594.429	65.7626	4.52099
Solyc03g031655.1.1	882	591.429	0	0
Solyc09g066400.2.1	1555	1264.18	0	0
Solyc01g091800.3.1	1494	1203.18	1070	36.3419
Solyc06g054690.3.1	2403	2112.18	656	12.6919
Solyc12g056673.1.1	810	519.874	0	0
Solyc09g065250.2.1	962	671.248	0	0
Solyc04g049485.1.1	625	336.816	0	0
Solyc09g084460.3.1	645	356.467	154	17.6545
Solyc02g067925.1.1	7689	7398.18	360.109	1.98913
Solyc12g006750.1.1	252	59.3278	2	1.37761
Solyc03g122240.3.1	3244	2953.18	416	5.75649
Solyc01g109550.2.1	978	687.18	137	8.14713
Solyc06g007920.2.1	490	209.969	0	0
Solyc01g109780.3.1	2980	2689.18	885.787	13.4606
Solyc06g008460.2.1	390	129.655	0	0
Solyc06g011460.1.1	600	312.523	0	0
Solyc01g081630.3.1	2503	2212.18	0	0
Solyc09g011040.1.1	1290	999.18	58	2.37213
Solyc01g080080.3.1	1806	1515.18	532	14.3483
Solyc10g081420.2.1	6066	5775.18	558.203	3.94986
Solyc06g005780.1.1	357	107.868	130	49.25
Solyc01g094080.3.1	2132	1841.18	920.558	20.4319
Solyc06g069570.3.1	1494	1203.18	748.252	25.4139
Solyc01g104590.3.1	2202	1911.18	4865	104.024
Solyc02g067510.3.1	922	631.248	0	0
Solyc12g062920.2.1	195	47.3038	0	0
Solyc12g007050.1.1	198	48.0827	139	118.135
Solyc03g026413.1.1	183	45.1739	0	0
Solyc09g064220.2.1	438	166.518	0	0
Solyc12g038970.2.1	2016	1725.18	543	12.8623
Solyc07g032745.1.1	1125	834.18	24	1.17573
Solyc02g078430.3.1	795	505.028	0	0
Solyc10g054040.2.1	1864	1573.18	4	0.103905
Solyc03g121770.2.1	2064	1773.18	8	0.184371
Solyc09g072870.3.1	1463	1172.18	1603.43	55.8997
Solyc03g063690.1.1	1791	1500.18	30	0.817207
Solyc11g067200.2.1	4337	4046.18	600	6.05983
Solyc09g055900.3.1	1694	1403.18	169	4.92184
Solyc01g105230.3.1	7135	6844.18	1049.9	6.26876
Solyc03g120475.1.1	919	628.248	3664	238.33
Solyc08g007950.3.1	3366	3075.18	1812	24.0792
Solyc06g050185.1.1	204	49.1583	0	0
Solyc04g016060.1.1	846	555.711	23	1.69135
Solyc02g062170.3.1	1014	723.18	4.95941	0.280245
Solyc08g076500.3.1	207	49.2337	0	0
Solyc08g066190.2.1	2450	2159.18	2	0.0378526
Solyc09g007320.3.1	2220	1929.18	852.731	18.0631
Solyc05g012550.3.1	1211	920.18	51.6585	2.29416
Solyc06g073033.1.1	438	166.518	2.12804	0.522245
Solyc02g090135.1.1	2374	2083.18	424	8.31751
Solyc06g051060.3.1	1647	1356.18	52	1.5669
Solyc03g007500.3.1	2046	1755.18	231.896	5.39916
Solyc07g042093.1.1	654	365.322	0	0
Solyc06g076130.3.1	5236	4945.18	440	3.63601
Solyc06g076910.2.1	6763	6472.18	147.225	0.929576
Solyc12g013870.2.1	1226	935.18	604	26.3934
Solyc02g081570.3.1	2085	1794.18	3	0.0683297
Solyc07g005740.1.1	1431	1140.18	22	0.788504
Solyc02g086850.2.1	2888	2597.18	0	0
Solyc11g011130.2.1	1870	1579.18	3048	78.8747
Solyc03g118660.3.1	1672	1381.18	344	10.178
Solyc05g009890.1.1	1362	1071.18	182	6.94326
Solyc02g030220.1.1	1017	726.18	3	0.168823
Solyc02g069547.1.1	744	454.457	0	0
Solyc09g008940.3.1	1682	1391.18	289	8.48924
Solyc05g006323.1.1	1341	1050.18	522	20.3124
Solyc01g100590.3.1	1474	1183.18	1182	40.8245
Solyc11g068810.2.1	709	419.895	411	39.9996
Solyc10g047480.1.1	1443	1152.18	0	0
